district,gemeentenaam,year,belong_to_district
Zwolle,Zwollerkerspel,1848,1
Zwolle,Zwollerkerspel,1850,1
Zwolle,Zwollerkerspel,1888,1
Zwolle,Zwollerkerspel,1897,1
Kampen,Blankenham,1848,1
Kampen,Blankenham,1850,0
Kampen,Blankenham,1888,0
Kampen,Blankenham,1897,0
Kampen,Blokzijl,1848,1
Kampen,Blokzijl,1850,0
Kampen,Blokzijl,1888,0
Kampen,Blokzijl,1897,0
Kampen,Doornspijk,1848,0
Kampen,Doornspijk,1850,0
Kampen,Doornspijk,1888,1
Kampen,Doornspijk,1897,1
Kampen,Elburg,1848,0
Kampen,Elburg,1850,0
Kampen,Elburg,1888,1
Kampen,Elburg,1897,1
Kampen,Genemuiden,1848,1
Kampen,Genemuiden,1850,0
Kampen,Genemuiden,1888,0
Kampen,Genemuiden,1897,0
Kampen,Giethoorn,1848,1
Kampen,Giethoorn,1850,0
Kampen,Giethoorn,1888,0
Kampen,Giethoorn,1897,0
Kampen,Grafhorst,1848,1
Kampen,Grafhorst,1850,0
Kampen,Grafhorst,1888,1
Kampen,Grafhorst,1897,1
Kampen,Hattem,1848,0
Kampen,Hattem,1850,0
Kampen,Hattem,1888,1
Kampen,Hattem,1897,1
Kampen,Heerde,1848,0
Kampen,Heerde,1850,0
Kampen,Heerde,1888,1
Kampen,Heerde,1897,1
Kampen,Kampen,1848,1
Kampen,Kampen,1850,0
Kampen,Kampen,1888,1
Kampen,Kampen,1897,1
Kampen,Kamperveen,1848,1
Kampen,Kamperveen,1850,0
Kampen,Kamperveen,1888,1
Kampen,Kamperveen,1897,1
Kampen,Kuinre,1848,1
Kampen,Kuinre,1850,0
Kampen,Kuinre,1888,0
Kampen,Kuinre,1897,0
Kampen,Oldebroek,1848,0
Kampen,Oldebroek,1850,0
Kampen,Oldebroek,1888,1
Kampen,Oldebroek,1897,1
Kampen,Oldemarkt,1848,1
Kampen,Oldemarkt,1850,0
Kampen,Oldemarkt,1888,0
Kampen,Oldemarkt,1897,0
Kampen,Schokland,1848,1
Kampen,Schokland,1850,0
Kampen,Schokland,1888,0
Kampen,Schokland,1897,0
Kampen,Steenwijk,1848,1
Kampen,Steenwijk,1850,0
Kampen,Steenwijk,1888,0
Kampen,Steenwijk,1897,0
Kampen,Steenwijkerwold,1848,1
Kampen,Steenwijkerwold,1850,0
Kampen,Steenwijkerwold,1888,0
Kampen,Steenwijkerwold,1897,0
Kampen,Vollenhove (Ambt-),1848,1
Kampen,Vollenhove (Ambt-),1850,0
Kampen,Vollenhove (Ambt-),1888,0
Kampen,Vollenhove (Ambt-),1897,0
Kampen,Vollenhove (Stad-),1848,1
Kampen,Vollenhove (Stad-),1850,0
Kampen,Vollenhove (Stad-),1888,0
Kampen,Vollenhove (Stad-),1897,0
Kampen,Wanneperveen,1848,1
Kampen,Wanneperveen,1850,0
Kampen,Wanneperveen,1888,0
Kampen,Wanneperveen,1897,0
Kampen,Wilsum,1848,1
Kampen,Wilsum,1850,0
Kampen,Wilsum,1888,1
Kampen,Wilsum,1897,1
Kampen,Ysselmuiden,1848,1
Kampen,Ysselmuiden,1850,0
Kampen,Ysselmuiden,1888,1
Kampen,Ysselmuiden,1897,1
Kampen,Zalk en Veecaten,1848,0
Kampen,Zalk en Veecaten,1850,0
Kampen,Zalk en Veecaten,1888,1
Kampen,Zalk en Veecaten,1897,1
Kampen,Zwartsluis,1848,1
Kampen,Zwartsluis,1850,0
Kampen,Zwartsluis,1888,0
Kampen,Zwartsluis,1897,0
Deventer,Bathmen,1848,1
Deventer,Bathmen,1850,1
Deventer,Bathmen,1888,1
Deventer,Bathmen,1897,1
Deventer,Deventer,1848,1
Deventer,Deventer,1850,1
Deventer,Deventer,1888,1
Deventer,Deventer,1897,1
Deventer,Diepenveen,1848,1
Deventer,Diepenveen,1850,1
Deventer,Diepenveen,1888,1
Deventer,Diepenveen,1897,1
Deventer,Epe,1848,0
Deventer,Epe,1850,1
Deventer,Epe,1888,0
Deventer,Epe,1897,0
Deventer,Gorssel,1848,0
Deventer,Gorssel,1850,1
Deventer,Gorssel,1888,0
Deventer,Gorssel,1897,0
Deventer,Heino,1848,1
Deventer,Heino,1850,0
Deventer,Heino,1888,0
Deventer,Heino,1897,0
Deventer,Hellendoorn,1848,1
Deventer,Hellendoorn,1850,0
Deventer,Hellendoorn,1888,0
Deventer,Hellendoorn,1897,0
Deventer,Holten,1848,1
Deventer,Holten,1850,1
Deventer,Holten,1888,0
Deventer,Holten,1897,0
Deventer,Markelo,1848,0
Deventer,Markelo,1850,1
Deventer,Markelo,1888,0
Deventer,Markelo,1897,0
Deventer,Olst,1848,1
Deventer,Olst,1850,0
Deventer,Olst,1888,1
Deventer,Olst,1897,1
Deventer,Raalte,1848,1
Deventer,Raalte,1850,0
Deventer,Raalte,1888,0
Deventer,Raalte,1897,0
Deventer,Voorst,1848,0
Deventer,Voorst,1850,1
Deventer,Voorst,1888,1
Deventer,Voorst,1897,1
Deventer,Wijhe,1848,1
Deventer,Wijhe,1850,0
Deventer,Wijhe,1888,0
Deventer,Wijhe,1897,0
Almelo,Almelo (Ambt-),1848,1
Almelo,Almelo (Ambt-),1850,1
Almelo,Almelo (Ambt-),1888,1
Almelo,Almelo (Ambt-),1897,1
Almelo,Almelo (Stad-),1848,1
Almelo,Almelo (Stad-),1850,1
Almelo,Almelo (Stad-),1888,1
Almelo,Almelo (Stad-),1897,1
Almelo,Borne,1848,1
Almelo,Borne,1850,1
Almelo,Borne,1888,1
Almelo,Borne,1897,1
Almelo,Delden (Ambt-),1848,0
Almelo,Delden (Ambt-),1850,1
Almelo,Delden (Ambt-),1888,0
Almelo,Delden (Ambt-),1897,0
Almelo,Delden (Stad-),1848,0
Almelo,Delden (Stad-),1850,1
Almelo,Delden (Stad-),1888,0
Almelo,Delden (Stad-),1897,0
Almelo,Denekamp,1848,1
Almelo,Denekamp,1850,1
Almelo,Denekamp,1888,1
Almelo,Denekamp,1897,1
Almelo,Enschede,1848,0
Almelo,Enschede,1850,1
Almelo,Enschede,1888,0
Almelo,Enschede,1897,0
Almelo,Goor,1848,0
Almelo,Goor,1850,1
Almelo,Goor,1888,0
Almelo,Goor,1897,0
Almelo,Gramsbergen,1848,1
Almelo,Gramsbergen,1850,1
Almelo,Gramsbergen,1888,0
Almelo,Gramsbergen,1897,0
Almelo,Haaksbergen,1848,0
Almelo,Haaksbergen,1850,1
Almelo,Haaksbergen,1888,0
Almelo,Haaksbergen,1897,0
Almelo,Ham (Den),1848,1
Almelo,Ham (Den),1850,1
Almelo,Ham (Den),1888,0
Almelo,Ham (Den),1897,0
Almelo,Hardenberg (Ambt-),1848,1
Almelo,Hardenberg (Ambt-),1850,1
Almelo,Hardenberg (Ambt-),1888,0
Almelo,Hardenberg (Ambt-),1897,0
Almelo,Hardenberg (Stad-),1848,1
Almelo,Hardenberg (Stad-),1850,1
Almelo,Hardenberg (Stad-),1888,0
Almelo,Hardenberg (Stad-),1897,0
Almelo,Hengelo,1848,0
Almelo,Hengelo,1850,1
Almelo,Hengelo,1888,0
Almelo,Hengelo,1897,0
Almelo,Lonneker,1848,0
Almelo,Lonneker,1850,1
Almelo,Lonneker,1888,0
Almelo,Lonneker,1897,0
Almelo,Losser,1848,0
Almelo,Losser,1850,1
Almelo,Losser,1888,0
Almelo,Losser,1897,0
Almelo,Oldenzaal,1848,0
Almelo,Oldenzaal,1850,1
Almelo,Oldenzaal,1888,0
Almelo,Oldenzaal,1897,0
Almelo,Ommen (Ambt-),1848,1
Almelo,Ommen (Ambt-),1850,1
Almelo,Ommen (Ambt-),1888,0
Almelo,Ommen (Ambt-),1897,0
Almelo,Ommen (Stad-),1848,1
Almelo,Ommen (Stad-),1850,1
Almelo,Ommen (Stad-),1888,0
Almelo,Ommen (Stad-),1897,0
Almelo,Ootmarsum,1848,1
Almelo,Ootmarsum,1850,1
Almelo,Ootmarsum,1888,1
Almelo,Ootmarsum,1897,1
Almelo,Rijssen,1848,1
Almelo,Rijssen,1850,1
Almelo,Rijssen,1888,1
Almelo,Rijssen,1897,1
Almelo,Tubbergen,1848,1
Almelo,Tubbergen,1850,1
Almelo,Tubbergen,1888,1
Almelo,Tubbergen,1897,1
Almelo,Vriezenveen,1848,1
Almelo,Vriezenveen,1850,1
Almelo,Vriezenveen,1888,0
Almelo,Vriezenveen,1897,0
Almelo,Weerselo,1848,0
Almelo,Weerselo,1850,1
Almelo,Weerselo,1888,1
Almelo,Weerselo,1897,1
Almelo,Wierden,1848,1
Almelo,Wierden,1850,1
Almelo,Wierden,1888,1
Almelo,Wierden,1897,1
Enschede,Delden (Ambt-),1848,1
Enschede,Delden (Ambt-),1850,0
Enschede,Delden (Ambt-),1888,0
Enschede,Delden (Ambt-),1897,0
Enschede,Delden (Stad-),1848,1
Enschede,Delden (Stad-),1850,0
Enschede,Delden (Stad-),1888,0
Enschede,Delden (Stad-),1897,0
Enschede,Diepenheim,1848,1
Enschede,Diepenheim,1850,0
Enschede,Diepenheim,1888,0
Enschede,Diepenheim,1897,0
Enschede,Enschede,1848,1
Enschede,Enschede,1850,0
Enschede,Enschede,1888,1
Enschede,Enschede,1897,1
Enschede,Goor,1848,1
Enschede,Goor,1850,0
Enschede,Goor,1888,0
Enschede,Goor,1897,0
Enschede,Haaksbergen,1848,1
Enschede,Haaksbergen,1850,0
Enschede,Haaksbergen,1888,1
Enschede,Haaksbergen,1897,1
Enschede,Hengelo,1848,1
Enschede,Hengelo,1850,0
Enschede,Hengelo,1888,1
Enschede,Hengelo,1897,1
Enschede,Lonneker,1848,1
Enschede,Lonneker,1850,0
Enschede,Lonneker,1888,1
Enschede,Lonneker,1897,1
Enschede,Losser,1848,1
Enschede,Losser,1850,0
Enschede,Losser,1888,1
Enschede,Losser,1897,1
Enschede,Markelo,1848,1
Enschede,Markelo,1850,0
Enschede,Markelo,1888,0
Enschede,Markelo,1897,0
Enschede,Oldenzaal,1848,1
Enschede,Oldenzaal,1850,0
Enschede,Oldenzaal,1888,1
Enschede,Oldenzaal,1897,1
Enschede,Weerselo,1848,1
Enschede,Weerselo,1850,0
Enschede,Weerselo,1888,0
Enschede,Weerselo,1897,0
Arnhem,Apeldoorn,1848,1
Arnhem,Apeldoorn,1850,1
Arnhem,Apeldoorn,1888,0
Arnhem,Apeldoorn,1897,0
Arnhem,Arnhem,1848,1
Arnhem,Arnhem,1850,1
Arnhem,Arnhem,1888,1
Arnhem,Arnhem,1897,1
Arnhem,Barneveld,1848,0
Arnhem,Barneveld,1850,1
Arnhem,Barneveld,1888,0
Arnhem,Barneveld,1897,0
Arnhem,Brummen,1848,0
Arnhem,Brummen,1850,1
Arnhem,Brummen,1888,0
Arnhem,Brummen,1897,0
Arnhem,Doorwerth,1848,1
Arnhem,Doorwerth,1850,1
Arnhem,Doorwerth,1888,0
Arnhem,Doorwerth,1897,0
Arnhem,Ede,1848,1
Arnhem,Ede,1850,1
Arnhem,Ede,1888,0
Arnhem,Ede,1897,0
Arnhem,Ermelo,1848,0
Arnhem,Ermelo,1850,1
Arnhem,Ermelo,1888,0
Arnhem,Ermelo,1897,0
Arnhem,Harderwijk,1848,0
Arnhem,Harderwijk,1850,1
Arnhem,Harderwijk,1888,0
Arnhem,Harderwijk,1897,0
Arnhem,Hemmen,1848,0
Arnhem,Hemmen,1850,1
Arnhem,Hemmen,1888,0
Arnhem,Hemmen,1897,0
Arnhem,Heteren,1848,0
Arnhem,Heteren,1850,1
Arnhem,Heteren,1888,0
Arnhem,Heteren,1897,0
Arnhem,Nijkerk,1848,0
Arnhem,Nijkerk,1850,1
Arnhem,Nijkerk,1888,0
Arnhem,Nijkerk,1897,0
Arnhem,Putten,1848,0
Arnhem,Putten,1850,1
Arnhem,Putten,1888,0
Arnhem,Putten,1897,0
Arnhem,Renkum,1848,1
Arnhem,Renkum,1850,1
Arnhem,Renkum,1888,0
Arnhem,Renkum,1897,0
Arnhem,Rheden,1848,1
Arnhem,Rheden,1850,1
Arnhem,Rheden,1888,0
Arnhem,Rheden,1897,0
Arnhem,Rozendaal,1848,1
Arnhem,Rozendaal,1850,1
Arnhem,Rozendaal,1888,0
Arnhem,Rozendaal,1897,0
Arnhem,Wageningen,1848,0
Arnhem,Wageningen,1850,1
Arnhem,Wageningen,1888,0
Arnhem,Wageningen,1897,0
Harderwijk,Barneveld,1848,1
Harderwijk,Barneveld,1850,0
Harderwijk,Barneveld,1888,0
Harderwijk,Barneveld,1897,0
Harderwijk,Doornspijk,1848,1
Harderwijk,Doornspijk,1850,0
Harderwijk,Doornspijk,1888,0
Harderwijk,Doornspijk,1897,0
Harderwijk,Elburg,1848,1
Harderwijk,Elburg,1850,0
Harderwijk,Elburg,1888,0
Harderwijk,Elburg,1897,0
Harderwijk,Ermelo,1848,1
Harderwijk,Ermelo,1850,0
Harderwijk,Ermelo,1888,0
Harderwijk,Ermelo,1897,0
Harderwijk,Harderwijk,1848,1
Harderwijk,Harderwijk,1850,0
Harderwijk,Harderwijk,1888,0
Harderwijk,Harderwijk,1897,0
Harderwijk,Hattem,1848,1
Harderwijk,Hattem,1850,0
Harderwijk,Hattem,1888,0
Harderwijk,Hattem,1897,0
Harderwijk,Heerde,1848,1
Harderwijk,Heerde,1850,0
Harderwijk,Heerde,1888,0
Harderwijk,Heerde,1897,0
Harderwijk,Hoevelaken,1848,1
Harderwijk,Hoevelaken,1850,0
Harderwijk,Hoevelaken,1888,0
Harderwijk,Hoevelaken,1897,0
Harderwijk,Nijkerk,1848,1
Harderwijk,Nijkerk,1850,0
Harderwijk,Nijkerk,1888,0
Harderwijk,Nijkerk,1897,0
Harderwijk,Oldebroek,1848,1
Harderwijk,Oldebroek,1850,0
Harderwijk,Oldebroek,1888,0
Harderwijk,Oldebroek,1897,0
Harderwijk,Putten,1848,1
Harderwijk,Putten,1850,0
Harderwijk,Putten,1888,0
Harderwijk,Putten,1897,0
Harderwijk,Scherpenzeel,1848,1
Harderwijk,Scherpenzeel,1850,0
Harderwijk,Scherpenzeel,1888,0
Harderwijk,Scherpenzeel,1897,0
Zutphen,Aalten,1848,0
Zutphen,Aalten,1850,1
Zutphen,Aalten,1888,0
Zutphen,Aalten,1897,0
Zutphen,Borculo,1848,0
Zutphen,Borculo,1850,1
Zutphen,Borculo,1888,0
Zutphen,Borculo,1897,0
Zutphen,Brummen,1848,1
Zutphen,Brummen,1850,0
Zutphen,Brummen,1888,1
Zutphen,Brummen,1897,1
Zutphen,Diepenheim,1848,0
Zutphen,Diepenheim,1850,1
Zutphen,Diepenheim,1888,0
Zutphen,Diepenheim,1897,0
Zutphen,Dinxperlo,1848,0
Zutphen,Dinxperlo,1850,1
Zutphen,Dinxperlo,1888,0
Zutphen,Dinxperlo,1897,0
Zutphen,Doesburg,1848,0
Zutphen,Doesburg,1850,1
Zutphen,Doesburg,1888,1
Zutphen,Doesburg,1897,1
Zutphen,Doetinchem (Ambt-),1848,0
Zutphen,Doetinchem (Ambt-),1850,1
Zutphen,Doetinchem (Ambt-),1888,0
Zutphen,Doetinchem (Ambt-),1897,0
Zutphen,Doetinchem (Stad-),1848,0
Zutphen,Doetinchem (Stad-),1850,1
Zutphen,Doetinchem (Stad-),1888,0
Zutphen,Doetinchem (Stad-),1897,0
Zutphen,Eibergen,1848,0
Zutphen,Eibergen,1850,1
Zutphen,Eibergen,1888,0
Zutphen,Eibergen,1897,0
Zutphen,Epe,1848,1
Zutphen,Epe,1850,0
Zutphen,Epe,1888,0
Zutphen,Epe,1897,0
Zutphen,Gorssel,1848,1
Zutphen,Gorssel,1850,0
Zutphen,Gorssel,1888,0
Zutphen,Gorssel,1897,0
Zutphen,Groenlo,1848,0
Zutphen,Groenlo,1850,1
Zutphen,Groenlo,1888,0
Zutphen,Groenlo,1897,0
Zutphen,Hengelo,1848,1
Zutphen,Hengelo,1850,1
Zutphen,Hengelo,1888,1
Zutphen,Hengelo,1897,1
Zutphen,Hummelo,1848,0
Zutphen,Hummelo,1850,1
Zutphen,Hummelo,1888,1
Zutphen,Hummelo,1897,1
Zutphen,Laren,1848,0
Zutphen,Laren,1850,1
Zutphen,Laren,1888,0
Zutphen,Laren,1897,0
Zutphen,Lichtenvoorde,1848,0
Zutphen,Lichtenvoorde,1850,1
Zutphen,Lichtenvoorde,1888,0
Zutphen,Lichtenvoorde,1897,0
Zutphen,Lochem,1848,0
Zutphen,Lochem,1850,1
Zutphen,Lochem,1888,0
Zutphen,Lochem,1897,0
Zutphen,Neede,1848,0
Zutphen,Neede,1850,1
Zutphen,Neede,1888,0
Zutphen,Neede,1897,0
Zutphen,Ruurlo,1848,0
Zutphen,Ruurlo,1850,1
Zutphen,Ruurlo,1888,0
Zutphen,Ruurlo,1897,0
Zutphen,Steenderen,1848,1
Zutphen,Steenderen,1850,1
Zutphen,Steenderen,1888,1
Zutphen,Steenderen,1897,1
Zutphen,Verwolde,1848,0
Zutphen,Verwolde,1850,1
Zutphen,Verwolde,1888,0
Zutphen,Verwolde,1897,0
Zutphen,Voorst,1848,1
Zutphen,Voorst,1850,0
Zutphen,Voorst,1888,0
Zutphen,Voorst,1897,0
Zutphen,Vorden,1848,1
Zutphen,Vorden,1850,1
Zutphen,Vorden,1888,1
Zutphen,Vorden,1897,1
Zutphen,Warnsveld,1848,1
Zutphen,Warnsveld,1850,1
Zutphen,Warnsveld,1888,1
Zutphen,Warnsveld,1897,1
Zutphen,Winterswijk,1848,0
Zutphen,Winterswijk,1850,1
Zutphen,Winterswijk,1888,0
Zutphen,Winterswijk,1897,0
Zutphen,Wisch,1848,0
Zutphen,Wisch,1850,1
Zutphen,Wisch,1888,0
Zutphen,Wisch,1897,0
Zutphen,Zelhem,1848,0
Zutphen,Zelhem,1850,1
Zutphen,Zelhem,1888,0
Zutphen,Zelhem,1897,0
Zutphen,Zutphen,1848,1
Zutphen,Zutphen,1850,1
Zutphen,Zutphen,1888,1
Zutphen,Zutphen,1897,1
Ruurlo,Aalten,1848,1
Ruurlo,Aalten,1850,0
Ruurlo,Aalten,1888,0
Ruurlo,Aalten,1897,0
Ruurlo,Borculo,1848,1
Ruurlo,Borculo,1850,0
Ruurlo,Borculo,1888,0
Ruurlo,Borculo,1897,0
Ruurlo,Dinxperlo,1848,1
Ruurlo,Dinxperlo,1850,0
Ruurlo,Dinxperlo,1888,0
Ruurlo,Dinxperlo,1897,0
Ruurlo,Eibergen,1848,1
Ruurlo,Eibergen,1850,0
Ruurlo,Eibergen,1888,0
Ruurlo,Eibergen,1897,0
Ruurlo,Groenlo,1848,1
Ruurlo,Groenlo,1850,0
Ruurlo,Groenlo,1888,0
Ruurlo,Groenlo,1897,0
Ruurlo,Laren,1848,1
Ruurlo,Laren,1850,0
Ruurlo,Laren,1888,0
Ruurlo,Laren,1897,0
Ruurlo,Lichtenvoorde,1848,1
Ruurlo,Lichtenvoorde,1850,0
Ruurlo,Lichtenvoorde,1888,0
Ruurlo,Lichtenvoorde,1897,0
Ruurlo,Lochem,1848,1
Ruurlo,Lochem,1850,0
Ruurlo,Lochem,1888,0
Ruurlo,Lochem,1897,0
Ruurlo,Neede,1848,1
Ruurlo,Neede,1850,0
Ruurlo,Neede,1888,0
Ruurlo,Neede,1897,0
Ruurlo,Ruurlo,1848,1
Ruurlo,Ruurlo,1850,0
Ruurlo,Ruurlo,1888,0
Ruurlo,Ruurlo,1897,0
Ruurlo,Verwolde,1848,1
Ruurlo,Verwolde,1850,0
Ruurlo,Verwolde,1888,0
Ruurlo,Verwolde,1897,0
Ruurlo,Winterswijk,1848,1
Ruurlo,Winterswijk,1850,0
Ruurlo,Winterswijk,1888,0
Ruurlo,Winterswijk,1897,0
Ruurlo,Zelhem,1848,1
Ruurlo,Zelhem,1850,0
Ruurlo,Zelhem,1888,0
Ruurlo,Zelhem,1897,0
Doetinchem,Aalten,1848,0
Doetinchem,Aalten,1850,0
Doetinchem,Aalten,1888,1
Doetinchem,Aalten,1897,1
Doetinchem,Angerlo,1848,1
Doetinchem,Angerlo,1850,0
Doetinchem,Angerlo,1888,0
Doetinchem,Angerlo,1897,0
Doetinchem,Bergh,1848,1
Doetinchem,Bergh,1850,0
Doetinchem,Bergh,1888,0
Doetinchem,Bergh,1897,0
Doetinchem,Didam,1848,1
Doetinchem,Didam,1850,0
Doetinchem,Didam,1888,0
Doetinchem,Didam,1897,0
Doetinchem,Dinxperlo,1848,0
Doetinchem,Dinxperlo,1850,0
Doetinchem,Dinxperlo,1888,1
Doetinchem,Dinxperlo,1897,1
Doetinchem,Doesburg,1848,1
Doetinchem,Doesburg,1850,0
Doetinchem,Doesburg,1888,0
Doetinchem,Doesburg,1897,0
Doetinchem,Doetinchem (Ambt-),1848,1
Doetinchem,Doetinchem (Ambt-),1850,0
Doetinchem,Doetinchem (Ambt-),1888,1
Doetinchem,Doetinchem (Ambt-),1897,1
Doetinchem,Doetinchem (Stad-),1848,1
Doetinchem,Doetinchem (Stad-),1850,0
Doetinchem,Doetinchem (Stad-),1888,1
Doetinchem,Doetinchem (Stad-),1897,1
Doetinchem,Duiven,1848,1
Doetinchem,Duiven,1850,0
Doetinchem,Duiven,1888,0
Doetinchem,Duiven,1897,0
Doetinchem,Gendringen,1848,1
Doetinchem,Gendringen,1850,0
Doetinchem,Gendringen,1888,1
Doetinchem,Gendringen,1897,1
Doetinchem,Herwen,1848,1
Doetinchem,Herwen,1850,0
Doetinchem,Herwen,1888,0
Doetinchem,Herwen,1897,0
Doetinchem,Hummelo,1848,1
Doetinchem,Hummelo,1850,0
Doetinchem,Hummelo,1888,0
Doetinchem,Hummelo,1897,0
Doetinchem,Lichtenvoorde,1848,0
Doetinchem,Lichtenvoorde,1850,0
Doetinchem,Lichtenvoorde,1888,1
Doetinchem,Lichtenvoorde,1897,1
Doetinchem,Pannerden,1848,1
Doetinchem,Pannerden,1850,0
Doetinchem,Pannerden,1888,0
Doetinchem,Pannerden,1897,0
Doetinchem,Wehl,1848,1
Doetinchem,Wehl,1850,0
Doetinchem,Wehl,1888,0
Doetinchem,Wehl,1897,0
Doetinchem,Westervoort,1848,1
Doetinchem,Westervoort,1850,0
Doetinchem,Westervoort,1888,0
Doetinchem,Westervoort,1897,0
Doetinchem,Winterswijk,1848,0
Doetinchem,Winterswijk,1850,0
Doetinchem,Winterswijk,1888,1
Doetinchem,Winterswijk,1897,1
Doetinchem,Wisch,1848,1
Doetinchem,Wisch,1850,0
Doetinchem,Wisch,1888,1
Doetinchem,Wisch,1897,1
Doetinchem,Zelhem,1848,0
Doetinchem,Zelhem,1850,0
Doetinchem,Zelhem,1888,1
Doetinchem,Zelhem,1897,1
Doetinchem,Zevenaar,1848,1
Doetinchem,Zevenaar,1850,0
Doetinchem,Zevenaar,1888,0
Doetinchem,Zevenaar,1897,0
Elst,Bemmel,1848,1
Elst,Bemmel,1850,0
Elst,Bemmel,1888,1
Elst,Bemmel,1897,1
Elst,Beuningen,1848,0
Elst,Beuningen,1850,0
Elst,Beuningen,1888,1
Elst,Beuningen,1897,1
Elst,Dodewaard,1848,1
Elst,Dodewaard,1850,0
Elst,Dodewaard,1888,0
Elst,Dodewaard,1897,0
Elst,Doorwerth,1848,0
Elst,Doorwerth,1850,0
Elst,Doorwerth,1888,1
Elst,Doorwerth,1897,1
Elst,Echteld,1848,1
Elst,Echteld,1850,0
Elst,Echteld,1888,0
Elst,Echteld,1897,0
Elst,Elst,1848,1
Elst,Elst,1850,0
Elst,Elst,1888,1
Elst,Elst,1897,1
Elst,Ewijk,1848,0
Elst,Ewijk,1850,0
Elst,Ewijk,1888,1
Elst,Ewijk,1897,1
Elst,Gent,1848,1
Elst,Gent,1850,0
Elst,Gent,1888,1
Elst,Gent,1897,1
Elst,Hemmen,1848,1
Elst,Hemmen,1850,0
Elst,Hemmen,1888,1
Elst,Hemmen,1897,1
Elst,Heteren,1848,1
Elst,Heteren,1850,0
Elst,Heteren,1888,1
Elst,Heteren,1897,1
Elst,Huissen,1848,1
Elst,Huissen,1850,0
Elst,Huissen,1888,0
Elst,Huissen,1897,0
Elst,Kesteren,1848,1
Elst,Kesteren,1850,0
Elst,Kesteren,1888,0
Elst,Kesteren,1897,0
Elst,Lienden,1848,1
Elst,Lienden,1850,0
Elst,Lienden,1888,0
Elst,Lienden,1897,0
Elst,Loenen,1848,1
Elst,Loenen,1850,0
Elst,Loenen,1888,0
Elst,Loenen,1897,0
Elst,Maurik,1848,1
Elst,Maurik,1850,0
Elst,Maurik,1888,0
Elst,Maurik,1897,0
Elst,Pannerden,1848,0
Elst,Pannerden,1850,0
Elst,Pannerden,1888,1
Elst,Pannerden,1897,1
Elst,Renkum,1848,0
Elst,Renkum,1850,0
Elst,Renkum,1888,1
Elst,Renkum,1897,1
Elst,Tiel,1848,1
Elst,Tiel,1850,0
Elst,Tiel,1888,0
Elst,Tiel,1897,0
Elst,Valburg,1848,1
Elst,Valburg,1850,0
Elst,Valburg,1888,1
Elst,Valburg,1897,1
Elst,Wageningen,1848,1
Elst,Wageningen,1850,0
Elst,Wageningen,1888,1
Elst,Wageningen,1897,1
Elst,Wamel,1848,1
Elst,Wamel,1850,0
Elst,Wamel,1888,0
Elst,Wamel,1897,0
Elst,Yzendoorn,1848,1
Elst,Yzendoorn,1850,0
Elst,Yzendoorn,1888,0
Elst,Yzendoorn,1897,0
Nijmegen,Angerlo,1848,0
Nijmegen,Angerlo,1850,1
Nijmegen,Angerlo,1888,0
Nijmegen,Angerlo,1897,0
Nijmegen,Appeltern,1848,1
Nijmegen,Appeltern,1850,1
Nijmegen,Appeltern,1888,0
Nijmegen,Appeltern,1897,0
Nijmegen,Balgoij,1848,1
Nijmegen,Balgoij,1850,1
Nijmegen,Balgoij,1888,0
Nijmegen,Balgoij,1897,0
Nijmegen,Batenburg,1848,1
Nijmegen,Batenburg,1850,1
Nijmegen,Batenburg,1888,0
Nijmegen,Batenburg,1897,0
Nijmegen,Bemmel,1848,0
Nijmegen,Bemmel,1850,1
Nijmegen,Bemmel,1888,0
Nijmegen,Bemmel,1897,0
Nijmegen,Bergh,1848,0
Nijmegen,Bergh,1850,1
Nijmegen,Bergh,1888,0
Nijmegen,Bergh,1897,0
Nijmegen,Bergharen,1848,1
Nijmegen,Bergharen,1850,1
Nijmegen,Bergharen,1888,0
Nijmegen,Bergharen,1897,0
Nijmegen,Beuningen,1848,1
Nijmegen,Beuningen,1850,1
Nijmegen,Beuningen,1888,0
Nijmegen,Beuningen,1897,0
Nijmegen,Didam,1848,0
Nijmegen,Didam,1850,1
Nijmegen,Didam,1888,0
Nijmegen,Didam,1897,0
Nijmegen,Druten,1848,1
Nijmegen,Druten,1850,1
Nijmegen,Druten,1888,0
Nijmegen,Druten,1897,0
Nijmegen,Duiven,1848,0
Nijmegen,Duiven,1850,1
Nijmegen,Duiven,1888,0
Nijmegen,Duiven,1897,0
Nijmegen,Elst,1848,0
Nijmegen,Elst,1850,1
Nijmegen,Elst,1888,0
Nijmegen,Elst,1897,0
Nijmegen,Ewijk,1848,1
Nijmegen,Ewijk,1850,1
Nijmegen,Ewijk,1888,0
Nijmegen,Ewijk,1897,0
Nijmegen,Gendringen,1848,0
Nijmegen,Gendringen,1850,1
Nijmegen,Gendringen,1888,0
Nijmegen,Gendringen,1897,0
Nijmegen,Gent,1848,0
Nijmegen,Gent,1850,1
Nijmegen,Gent,1888,0
Nijmegen,Gent,1897,0
Nijmegen,Groesbeek,1848,1
Nijmegen,Groesbeek,1850,1
Nijmegen,Groesbeek,1888,1
Nijmegen,Groesbeek,1897,1
Nijmegen,Herwen en Aerdt,1848,0
Nijmegen,Herwen en Aerdt,1850,1
Nijmegen,Herwen en Aerdt,1888,0
Nijmegen,Herwen en Aerdt,1897,0
Nijmegen,Heumen,1848,1
Nijmegen,Heumen,1850,1
