b1_nummer;politician;vote;law;date;house;pdc_naam;category
00087;Van den Berch van Heemstede;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Berch van Heemstede;social
00826;Van Limburg Stirum;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Limburg Stirum;social
00522;Harte van Tecklenburg;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Harte van Tecklenburg;social
00678;Van Kempen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kempen;social
00676;Van Karnebeek;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Karnebeek;social
00114;De Bieberstein Rogalla Zawadsky;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Bieberstein Rogalla Zawadsky;social
00923;Michiels van Verduynen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Michiels van Verduynen;social
01238;Seret;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Seret;social
01422;Vermeulen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Vermeulen;social
01376;Troelsta;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Troelstra;social
01604;Van der Zwaag;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Zwaag;social
01446;De Visser;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Visser;social
00293;Van Dedem;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Dedem;social
00835;Loeff;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Loeff;social
00636;Jansen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Jansen;social
00849;Lucasse;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Lucasse;social
00245;W.K.F.P. van Bylandt;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Bylandt;social
00040;L.H.J.M. Van Asch van Wijck;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Asch van Wijck;social
00723;Van Kol;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kol;social
01068;Pijnappel;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Pijnappel;social
00766;Kuyper;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kuyper;social
00066;Bastert;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Bastert;social
01498;De Waal Malefijt;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Waal Malefijt;social
00951;Mutsaers;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Mutsaers;social
01374;Travaglino;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Travaglino;social
00862;Mackay;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Mackay;social
01400;Van de Velde;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Velde;social
01177;De Savornin Lohman;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Savornin Lohman;social
01458;Van Vlijmen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Vlijmen;social
00574;Van den Heuvel;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Heuvel;social
00391;Everts;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Everts;social
00334;Donner;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Donner;social
01293;Staalman;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Staalman;social
00019;Van Alphen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Alphen;social
00981;Nolens;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Nolens;social
01609;Zijlma;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Zijlma;social
00297;van Deinse;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Deinse;social
00334;Donner;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Donner;social
00723;van Kol;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Kol;social
01189;Schaper;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Schaper;social
00243;C.J.E. van Bylandt;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Bylandt;social
00318;Dobbelmann;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Dobbelmann;social
00893;Meesters;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Meesters;social
01378;Trujjen;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Truijen;social
00413;Fokker;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Fokker;social
01101;Rethaan Macaré;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Rethaan Macaré;social
00678;van Kempen;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Kempen;social
00983;Nolting;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Nolting;social
00500;van Gijn;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Gijn;social
01068;Pijnappel;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Pijnappel;social
00553;Heldt;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Heldt;social
00904;Merckelbach;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Merckelbach;social
01604;van der Zwaag;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Zwaag;social
00981;Nolens;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Nolens;social
00469;Goeman Borgesius;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Goeman Borgesius;social
00188;Bouman;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Bouman;social
01376;Troelstra;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Troelstra;social
00461;van Gilse;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Gilse;social
00923;Michiels van Verduynen;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Michiels van Verduynen;social
00486;Groen van Waarder;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Groen van Waarder;social
00562;Hennequin;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Hennequin;social
00704;de Klerk;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Klerk;social
00543;van Heemstra;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Heemstra;social
01085;de Ras;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Ras;social
01384;Tydeman;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Tydeman;social
00802;Lely;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Lely;social
00727;Kolkman;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Kolkman;social
00071;de Beaufort;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Beaufort 2;social
01411;Verhey;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Verheij;social
01075;van Raalte;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Raalte;social
01339;Tak van Poortvliet;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Tak van Poortvliet;social
00228;Brummelkamp;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Brummelkamp;social
01120;Roessingh;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Roessingh;social
00468;Goekoop;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Goekoop;social
01079;de Kam;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Ram;social
00040;L.H.J.M. van Asch van Wijck;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Asch van Wijck;social
00835;Loeff;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Loeff;social
00763;van der Kun;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Kun;social
00036;H.M.J. van Asch van Wijck;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Asch van Wijck;social
00065;van Basten Batenburg;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Basten Batenburg;social
01113;Rink;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Rink;social
00766;Kuyper;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Kuyper;social
00815;Lieftinck;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Lieftinck;social
01391;Veegens;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Veegens;social
00264;Conrad;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Conrad;social
00522;Harte van Tecklenburg;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Harte van Tecklenburg;social
00596;'t Hooft;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Hooft;social
01269;Smeenge;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Smeenge;social
01180;Schaepman;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Schaepman;social
00404;Ferf;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Ferf;social
00114;de Bieberstein Rogalla Zawadsky;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Bieberstein Rogalla Zawadsky;social
01374;Travaglino;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Travaglino;social
01067;Pijnacker Hordijk;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Pijnacker Hordijk;social
01458;van Vlijmen;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Vlijmen;social
00750;Krap;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Krap;social
00438;Geertsema;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Geertsema;social
01069;Pyttersen;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Pyttersen;social
00636;Jansen;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Jansen;social
01400;van de Velde;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Velde;social
00714;Knijff̈;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Knijff;social
00689;Ketelaar;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Ketelaar;social
00568;Hesselink van Suchtelen;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Hesselink van Suchtelen;social
00144;de Boer;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Boer;social
01293;Staalman;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Staalman;social
00609;Houwing;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Houwing;social
00731;Kool;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Kool;social
00348;Drucker;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Drucker;social
01498;de Waal Malefijt;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Waal Malefijt;social
00019;van Alphen;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Alphen;social
00849;Lucasse;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Lucasse;social
00889;Mees;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Mees;social
01179;Schaafsma;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Schaafsma;social
01238;Seret;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Seret;social
00462;Gleichman;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Gleichman;social
00684;van Kerkwijk;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Kerkwijk;social
01446;de Visser;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Visser;social
00087;van den Berch van Heemstede;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Berch van Heemstede;social
01177;de Savornin Lohman;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Savornin Lohman;social
01199;Schimmelpenninck;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Schimmelpenninck;social
00066;Bastert;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Bastert;social
00862;Mackay;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Mackay;social
00676;van Karnebeek;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Karnebeek;social
01422;Vermeulen;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Vermeulen;social
00574;van den Heuvel;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Heuvel;social
00951;Mutsaers;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Mutsaers;social
00293;van Dedem;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Dedem;social
00245;W.K.F.P. van Bylandt;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Bylandt;social
00391;Everts;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Everts;social
00634;Jannink;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Jannink;social
01347;van den Tempel;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Tempel;social
00356;Duys;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Duynstee;social
00410;Fock;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Fock;social
00071;de Beaufort;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Beaufort 2;social
00655;de Jong;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Jong;social
00772;J. ter Laan;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Laan;social
01189;Schaper;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Schaper;social
00011;Albarda;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Albarda;social
01289;ter Spill;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Spill;social
01009;Otto;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Otto;social
00967;Nierstrasz;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Nierstrasz;social
00337;van Doorn;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Doorn;social
01124;Roodenburg;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Roodenburg;social
01384;Tydeman;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Tydeman;social
00702;Kleerekoper;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Kleerekoper;social
00613;Hubrecht;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Hubrecht;social
01376;Troelstra;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Troelstra;social
00949;de Muralt;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Muralt;social
00369;Eerdmans;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Eerdmans;social
01269;Smeenge;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Smeenge;social
00815;Lieftinck;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Lieftinck;social
00615;Hugenkoltz;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Hugenholtz;social
00635;J.C. Jansen;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Jansen;social
00417;van Foreest;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Foreest;social
00709;Knobel;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Knobel;social
00796;van Leeuwen;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Leeuwen;social
00544;Heeres;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Heeres;social
00447;Gerkard;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Gerhard;social
01445;Visser van IJzendoorn;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Visser van IJzendoorn;social
00773;K. ter Laan;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Laan;social
01023;Patijn;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Patijn;social
00557;Helsdingen;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Helsdingen;social
00374;Eland;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Eland;social
00344;Drion;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Drion;social
00822;Limburg;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Limburg;social
01198;Schim van der Loeff;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Schim van der Loeff;social
00152;Boissevain;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Boissevain;social
00517;van Hamel;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Hamel;social
00742;Koster;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Koster;social
00875;Marchant;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Marchant;social
00892;de Meester;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Meester;social
01344;Teenstra;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Teenstra;social
01125;Roodkuyzen;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Roodhuyzen;social
01113;Rink;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Rink;social
00689;Ketelaar;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Ketelaar;social
00902;Mendels;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Mendels;social
01170;Sannes;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Sannes;social
01075;van Raalte;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Raalte;social
01288;Spiekman;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Spiekman;social
00469;Goeman Borgesius;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Goeman Borgesius;social
01201;Schimmelpenninck;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Schimmelpenninck;social
00940;de Monté ver Loren;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Monté VerLoren;social
00432;de Geer;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Geer;social
01177;de Savornin Lokman;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Savornin Lohman;social
00934;van der Molen;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Molen;social
01400;van de Velde;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Velde;social
00354;Duymaer van Twist;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Duymaer van Twist;social
01283;Snoeck Henkemans;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Snoeck Henkemans;social
01147;Rutgers;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Rutgers;social
01003;Üosterbaan;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Oosterbaan;social
01580;de Wijkerslootk de Weerdesteyn;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Wijkerslooth de Weerdesteyn;social
00106;Beumer;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Beumer;social
00034;Arts;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Arts;social
00150;Bogaardt;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Bogaardt;social
01194;Scheurer;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Scheurer;social
00356;Duynstee;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Duynstee;social
00430;Fruytier;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Fruytier;social
01392;Van Veen;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Veen;social
01583;van Wijnbergen;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Wijnbergen;social
01446;de Visser;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Visser;social
00624;van Idsinga;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Idsinga;social
00638;F.I.J. Janssen;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Janssen;social
00072;Beckers;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Beckers;social
01538;van Wichen;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Wichen;social
00001;Aalberse;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Aalberse;social
00111;Bichon van Ijsselmonde;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Bichon van IJsselmonde;social
01470;van der Voort van Zijp;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Voort van Zijp;social
00709;Koolen;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Knobel;social
00029;Aukerman;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Ankerman;social
00157;Bongaerts;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Bongaerts;social
00727;Kolkman;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Kolkman;social
00448;Gerretson;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Gerretson;social
01152;Ruys de Beerenbrouck;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Ruijs de Beerenbrouck;social
00228;Brummelkamp;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Brummelkamp;social
00635;Jansen;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Jansen;social
00517;van Hamel;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Hamel;social
00348;Drucker;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Drucker;social
01125;Roodhuyzen;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Roodhuyzen;social
00557;Helsdingen;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Helsdingen;social
00417;van Foreest;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Foreest;social
01411;Verhey;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Verheij;social
01472;Vorsterman van Oijen;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Vorsterman van Oijen;social
00071;de Beaufort;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Beaufort 2;social
00374;Eland;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Eland;social
01189;Schaper;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Schaper;social
00357;Duijs;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Duijs;social
01376;Troelstra;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Troelstra;social
01344;Teenstra;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Teenstra;social
00634;Jannink;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Jannink;social
00773;ter Laan;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Laan;social
01375;Treub;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Treub;social
00892;de Meester;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Meester;social
00822;Limburg;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Limburg;social
01269;Smeenge;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Smeenge;social
01271;Smidt;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Smidt;social
00676;van Karnebeek;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Karnebeek;social
00325;Dolk;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Dolk;social
01113;Rink;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Rink;social
00662;de Jongh;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Jongh;social
01451;Vliegen;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Vliegen;social
00815;Lieftinck;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Lieftinck;social
00875;Marchant;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Marchant;social
00672;de Kanter;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Kanter;social
00704;de Klerk;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Klerk;social
00175;Bos;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Bos;social
01023;Patijn;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Patijn;social
00469;Goeman Borgesius;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Goeman Borgesius;social
00615;Hugenholtz;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Hugenholtz;social
01384;Tydeman;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Tydeman;social
00034;Arts;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Arts;social
00153;Bolsius;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Bolsius;social
01152;Ruys de Beerenbrouck;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Ruijs de Beerenbrouck;social
00104;van Best;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Best;social
01194;Scheurer;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Scheurer;social
00356;Duynstee;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Duynstee;social
00806;van Lennep;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Lennep;social
01020;Passtoors;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Passtoors;social
00354;Duymaer van Twist;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Duymaer van Twist;social
01494;van Vuuren;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Vuuren;social
01283;Snoeck Henkemans;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Snoeck Henkemans;social
01458;van Vlijmen;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Vlijmen;social
01147;Rutgers;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Rutgers;social
00245;van Bylandt;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Bylandt;social
00432;de Geer;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Geer;social
01003;Oosterbaan;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Oosterbaan;social
00376;Elhorst;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Elhorst;social
01400;van de Velde;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Velde;social
00733;Koolen;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Koolen;social
00934;van der Molen;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Molen;social
01454;van Vliet;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Vliet;social
01580;de Wijkerslooth de Weerdesteyn;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Wijkerslooth de Weerdesteyn;social
01079;de Ram;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Ram;social
01446;de Visser;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Visser;social
00001;Aalberse;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Aalberse;social
00981;Nolens;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Nolens;social
01177;de Savornin Lohman;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Savornin Lohman;social
00228;Brummelkamp;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Brummelkamp;social
00293;van Dedem;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Dedem;social
00540;Heemskerk;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Heemskerk;social
00940;de Monté verLoren;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Monté VerLoren;social
