b1_nummer;politician;vote;law;date;house;pdc_naam;category;district;sum_industry;sum_services;sum_agriculture;industry;services;agriculture;total_pers_taxes;vermogen_tax;income_tax;catholics;geref;hervormd;catholic_pct;geref_pct;hervormd_pct
00144;de Boer;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Boer;social;Zaandam;4397;5264;465;0,434228718151294;0,5198275998348473;0,04591706424400106;76592;1708;7072;6923;3581;31882;0,163332232340867273;8,44854433067522e-02;0,75218232435238053
01457;van der Vlugt;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Vlugt;social;Leiden;9351;11298;502;0,442106756181741;0,5341479764347226;0,02373300697553879;118844;92;482;13847;3479;31392;0,284227595549899403;7,14109774621290e-02;0,64436142698797161
00889;Mees;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Mees;social;Rotterdam IV;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;84898;19902;181041;0,297011275499316052;6,96261208154184e-02;0,63336260368526553
00410;Fock;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Fock;social;Rotterdam I;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;84898;19902;181041;0,297011275499316052;6,96261208154184e-02;0,63336260368526553
01215;Schokking;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Schokking;social;Harlingen;8403;5769;5207;0,433613705557562;0,2976867185592069;0,26868277579710548;73904;873;1849;5731;7691;23741;0,154212523208567653;2,06953152328929e-01;0,63883432446250299
01454;van Vliet;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Vliet;social;Doetinchem;11198;2923;7176;0,525801756115885;0,1372459893796198;0,33693837600457432;53051;1703;2565;17135;4000;28870;0,342665733426657348;7,99920007999200e-02;0,57734226577342262
00981;Nolens;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Nolens;social;Venlo;4218;3617;2248;0,418327878607557;0,3587077201785557;0,22293233895036346;42911;3994;4548;46262;46;4558;0,909487673495065430;9,04336885149216e-04;0,08960798961978532
00228;Brummmelkamp;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Brummelkamp;social;Loosduinen;4471;3523;3485;0,389493858350030;0,3068978539220103;0,30357945725080188;88470;2695;6976;17475;10086;22235;0,350931801751144690;2,02546389268214e-01;0,44652180898064103
00750;Krap;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Krap;social;'s-Gravenhage I;24192;49146;3829;0,313501885521013;0,6368758710098046;0,04961904496952533;525337;130;666;63164;7822;111627;0,345889942118031035;4,28337522520302e-02;0,61127630562993873
01374;Travaglino;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Travaglino;social;Druten;1610;488;912;0,534883720930233;0,1620974407700092;0,30291989054577589;51195;4171;4362;29062;995;13248;0,671100334834314749;2,29765615979679e-02;0,30592310356771735
00849;Lucasse;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Lucasse;social;Middelburg;4892;8019;568;0,362934935826100;0,5949094210688807;0,04213663028907627;111681;4850;6562;6828;8833;37199;0,129171396140749156;1,67101778282255e-01;0,70372682557699584
00087;van de Berch van Heemstede;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Berch van Heemstede;social;Oosterhout;9369;2781;3495;0,598849472674976;0,1777496679261805;0,22338296714475489;53602;2326;3044;44546;471;3419;0,919687835494260475;9,72417210339417e-03;0,07058799240234537
00727;Kolkman;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Kolkman;social;Rheden;5075;2786;2648;0,482919402416976;0,2650939176899500;0,25195656419582202;78697;1748;3344;31457;1729;15265;0,649253885368723083;3,56855379661927e-02;0,31506057666508430
01498;de Waal Malefijt;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Waal Malefijt;social;Breukelen;0;0;0;NA;NA;NA;93077;6421;10242;16873;5272;20798;0,392916191230235412;1,22767389330042e-01;0,48431641943972242
00246;Byleveld;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Bijleveld;social;Amsterdam IX;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,338536907300233503;6,28856849539152e-02;0,59857740774585122
01172;van Sasse van Ysselt;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Sasse van Ysselt;social;'s-Hertogenbosch;7957;8089;1628;0,450209347063483;0,4576662868824155;0,09210797654251471;99534;1120;2515;47554;394;3118;0,931226256217444037;7,71550542435280e-03;0,06105823835820311
00354;Duymaer van Twist;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Duymaer van Twist;social;Steenwijk;4616;1705;3215;0,484060402684564;0,1787870654636217;0,33712002315920586;40771;3551;3874;2191;6697;29876;0,056521514807553401;1,72763388711175e-01;0,77071509648127123
00624;vau ldsinga;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Idsinga;social;Bodegraven;778;1055;233;0,376573088092933;0,5105555365561260;0,11272991000483089;88191;4611;6614;10804;6480;27211;0,242813799303292499;1,45634340937184e-01;0,61155185975952353
01110;de Ridder;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Ridder;social;Wijk bij Duurstede;2042;911;532;0,585939741750359;0,2613620825161742;0,15261712689525606;89282;7346;8584;20268;2881;24081;0,429134024984120288;6,09993648105018e-02;0,50986661020537793
01510;van Wassenaer van Catwtjck;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Wassenaer van Catwijck;social;Katwijk;2115;1353;2521;0,353147436967774;0,2259008555170922;0,42089769242108743;97590;3244;6937;18113;7374;20670;0,392421517862946045;1,59759083129319e-01;0,44781939900773449
00923;Michiels van Verduynen;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Michiels van Verduynen;social;Breda;8606;7065;4041;0,436586850649351;0,3584031821166526;0,20499376176961312;83786;1280;1602;45806;146;5120;0,896890664160400974;2,85870927318296e-03;0,10025062656641603
01079;de Ram;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Ram;social;Bergen op Zoom;7494;5993;3788;0,433806078147612;0,3469087993548062;0,21926650161389591;70891;1477;3005;47092;454;3333;0,925568505670315900;8,92313135085202e-03;0,06550836297883213
00763;van der Kun;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Kun;social;Zevenbergen;3071;1533;1618;0,493571198971392;0,2463642561392982;0,26001408009696370;62479;2338;3177;30879;3446;11562;0,672935689846797525;7,50975221740362e-02;0,25196678797916622
01489;de Vries;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Vries;social;Gouda;3846;4349;287;0,453430794623909;0,5127054378172510;0,03383250568149338;76612;2080;4236;9131;4600;36775;0,180790401140458551;9,10782877281907e-02;0,72813131113135077
00001;Aalberse;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Aalberse;social;Almelo;13047;4527;5467;0,566251464780175;0,1964710189660919;0,23726483367808479;41091;1356;1890;23934;3314;21482;0,491155345782885278;6,80073876462138e-02;0,44083726657090089
00826;van Limburg Stirum;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Limburg Stirum;social;Schiedam;7004;6074;1898;0,467681623931624;0,4055695995293186;0,12672872155374304;75748;674;3605;14667;5508;29281;0,296566645098673587;1,11371724361048e-01;0,59206163054027827
01263;Sluis;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Sluis;social;Enkhuizen;1063;1078;846;0,355875460328088;0,3608542286023719;0,28315937437886962;90362;6144;9738;16850;4568;20302;0,403883029721955888;1,09491850431448e-01;0,48662511984659634
01320;de Stuers;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Stuers;social;Weert;6963;2019;5321;0,486820946654548;0,1411543930004038;0,37200352310432955;23863;4693;4783;46374;31;219;0,994637954701441340;6,64893617021277e-04;0,00469715168153741
01293;Staalman;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Staalman;social;Den Helder;3489;6518;2023;0,290024937655860;0,5417990743771597;0,16815129906166135;68331;1001;4604;8122;3247;29486;0,198800636397013841;7,94761963040020e-02;0,72172316729898423
00072;Beckers;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Beckers;social;Sittard;2597;1630;1704;0,437868824818749;0,2748068910183068;0,28726947732584873;30477;2475;16556;42261;1728;3603;0,887985375693393864;3,63086232980333e-02;0,07570600100857287
00574;van den Heuvel;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Heuvel;social;Eindhoven;2419;611;664;0,654845695722794;0,1653740404768299;0,17971104424869902;44580;2307;4279;46863;24;903;0,980602636534839922;5,02197112366604e-04;0,01889516635279347
00951;Mutsaers;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Mutsaers;social;Waalwijk;0;0;0;NA;NA;NA;52094;2743;4507;30181;2568;9850;0,708490809643418817;6,02831052372121e-02;0,23122608511936901
00638;Janssen;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Janssen;social;Maastricht;8328;6583;535;0,539168716819889;0,4261796074898287;0,03463463456646110;84681;674;2459;49158;10;1027;0,979340571770096591;1,99223030182289e-04;0,02046020519972109
01087;Raymakers;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Raymakers;social;Helmond;6544;1634;2071;0,638501317201678;0,1594202566061243;0,20205276395166311;32619;2069;3817;45497;148;2431;0,946355770030784638;3,07845910641484e-03;0,05056577086280056
00163;van der Borch van Verwolde;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Borch van Verwolde;social;Ridderkerk;3434;1219;992;0,608325952170062;0,2159200443283333;0,17570507985675174;54284;3582;4418;611;9031;35684;0,013480121784406301;1,99245466178352e-01;0,78727441203724136
00427;Friesen;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Friesen;social;Grave;1843;713;875;0,537161177499271;0,2077786037308542;0,25497232904954187;47633;6275;5396;44594;1;630;0,986047540077390816;2,21116639027087e-05;0,01393034825870647
00904;Merckelbach;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Merckelbach;social;Gulpen;5996;2238;1671;0,605350832912670;0,2259326836407649;0,16868851812372052;34318;3477;9252;48128;119;800;0,981262870308071800;2,42624421473281e-03;0,01631088547719534
00039;van Asch van Wyek;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Asch van Wijck;social;Amersfoort;5179;7387;1361;0,371867595318446;0,5303943967481232;0,09771751512889638;122929;3074;8954;17892;7001;33497;0,306422332591197111;1,19900667922589e-01;0,57367699948621342
00832;van Löben Sels;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Löben Sels;social;Sliedrecht;4825;2222;1003;0,599378881987578;0,2760042942676619;0,12458272576121945;64261;7644;7617;1846;5823;38311;0,040147890387124838;1,26642018268813e-01;0,83321009134406265
00977;van Nispen tot Sevenaer;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Nispen tot Sevenaer;social;Nijmegen;7806;9539;2764;0,388184395046994;0,4743555553521164;0,13744499717534209;94821;791;1315;42476;369;11585;0,780378467756751792;6,77934962336947e-03;0,21284218261987875
01538;van Wichen;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Wichen;social;Haarlemmermeer;7122;2425;5719;0,466526922573038;0,1588448771510740;0,37460800017822204;104552;1663;5191;21926;6786;18853;0,460969200042047722;1,42667928098392e-01;0,39636287185956059
01340;Talma;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Talma;social;Tietjerksteradeel;11389;4350;9211;0,456472945891784;0,1743455076550108;0,36916902290051606;53036;963;1051;35;17119;23712;0,000856457690990065;4,18905691773112e-01;0,58023785053589783
00293;van Dedem;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Dedem;social;Zwolle;8565;7504;4656;0,413268998793727;0,3620675690566099;0,22464780807428286;105644;1198;1839;12002;3763;29891;0,262878920623795365;8,24207114070440e-02;0,65470036796916065
01050;Pompe van Meerdervoort;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Pompe van Meerdervoort;social;Zierikzee;1136;1354;465;0,384433164128596;0,4581468267904371;0,15731554959920382;72131;7190;8143;2589;4732;36051;0,059692889421746748;1,09102646868948e-01;0,83120446370930556
01177;de Savornin Lohman;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Savornin Lohman;social;Goes;967;1582;387;0,329359673024523;0,5387678990398284;0,13177302595467114;71280;5843;6260;3968;6604;30408;0,096827720839433876;1,61151781356759e-01;0,74202049780380674
01392;van Veen;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Veen;social;Dokkum;9146;3369;7891;0,448201509359992;0,1650948742638522;0,38668836839273130;55594;1403;2442;887;15358;21350;0,023593562973799706;4,08511770182205e-01;0,56789466684399525
01458;van Vlijmen;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Vlijmen;social;Veghel;6371;1673;5094;0,484929212970011;0,1273358388744004;0,38771217973680716;37335;2175;3377;43259;2;332;0,992338219438900770;4,58789255155644e-05;0,00761590163558369
00034;Arts;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Arts;social;Tilburg;10055;5646;1014;0,601555489081663;0,3377682808038675;0,06066066527042862;56139;1129;2598;50865;818;3746;0,917660430460589205;1,47576178534702e-02;0,06758195168594057
00995;Okma;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Okma;social;Sneek;6975;5835;4170;0,410777385159011;0,3436312629003750;0,24557212828402239;80803;1730;3100;6362;7742;26668;0,156038457765132921;1,89885215343863e-01;0,65407632689100359
00153;Bolsius;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Bolsius;social;Roermond;4415;4264;1856;0,419079259610821;0,4047299844383274;0,17616088059213367;45430;2637;6772;44147;546;5159;0,885561261333547289;1,09524191607157e-02;0,10348631950573699
00196;Brants;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Brants;social;Ede;11431;3380;7589;0,510312500000000;0,1508894196090650;0,33878464263142671;52889;1755;3697;1722;8038;39435;0,035003557272080495;1,63390588474438e-01;0,80160585425348108
00540;Heemskerk;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Heemskerk;social;Amsterdam VII;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,338536907300233503;6,28856849539152e-02;0,59857740774585122
00245;van Bylandt;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Bylandt;social;Apeldoorn;12464;6320;8585;0,455405751032190;0,2309143498219553;0,31366819113652034;58966;783;2170;4735;5728;42185;0,089936939674821456;1,08798055006838e-01;0,80126500531834066
01400;van de Velde;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Velde;social;Delft;6212;6537;764;0,459705468807815;0,4837399261533684;0,05653420136668858;90453;871;2950;17408;4312;26030;0,364565445026177992;9,03036649214660e-02;0,54513089005235604
00543;van Heemstra;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Heemstra;social;Hilversum;6177;5759;787;0,485498703136053;0,4526275445975080;0,06185191975875200;87517;2333;9059;20682;4270;32100;0,362511393115052927;7,48440019631214e-02;0,56264460492182566
00019;van Alphen;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Alphen;social;Ommen;8340;1224;5578;0,550785893541144;0,0808318239975956;0,36836397667321558;28815;2084;1862;8098;8622;26295;0,188259909333953285;2,00441706381495e-01;0,61129838428455185
00430;Fruytier;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Fruytier;social;Hontenisse;1808;443;1447;0,488912925905895;0,1197786475583995;0,39122819434689005;55929;6809;6813;26465;3288;14645;0,596085409252669063;7,40573899725213e-02;0,32985720077480968
01020;Passtoors;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Passtoors;social;Beverwijk;3446;3565;1879;0,387626546681665;0,4009948890591583;0,21134233193551813;82797;1763;7853;21879;1442;21492;0,488228862160533794;3,21781625867494e-02;0,47959297525271682
01238;Seret;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Seret;social;Gorinchem;2534;3316;926;0,373966942148760;0,4893472550624816;0,13664138659253661;85197;5136;7625;6353;7138;36323;0,127534428072429429;1,43293050146545e-01;0,72917252178102543
00862;Mackay;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Mackay;social;Kampen;7836;4226;4362;0,477106673161227;0,2572989065376701;0,26557507063969149;64231;2485;3201;3500;9933;31842;0,077305356156819438;2,19392600773054e-01;0,70330204307012700
00973;C. van Nispen tot Sevenaer;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Nispen tot Sevenaer;social;Breda;14810;11525;7969;0,431728078358209;0,3359624229124520;0,23230007187037607;157902;4881;7334;83069;470;13147;0,859162650228574964;4,86109674616801e-03;0,13597625302525701
01203;Schimmelpenninck van der Oye;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Schimmelpenninck van der Oye;social;Deventer;9405;5500;4823;0,476733576642336;0,2787848283612968;0,24446549583427155;78201;1948;2897;9048;709;39745;0,182780493717425552;1,43226536301564e-02;0,80289685265241806
01168;Sandberg;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Sandberg;social;Zwolle;22111;11555;13210;0,471691270586228;0,2464989275665086;0,28180300392193813;159177;5418;6856;21138;6237;72810;0,210989669112142536;6,22548285671508e-02;0,72675550232070674
00684;van Kerkwijk;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Kerkwijk;social;Zierikzee;1266;1462;557;0,385388127853881;0,4450010660189571;0,16951574914877188;79585;8732;9467;3963;2468;43432;0,079477769087299199;4,94956179933016e-02;0,87102661291939920
00215;Brouwer;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Brouwer;social;Almelo;21505;6149;8537;0,594208504876903;0,1699013302529517;0,23588239506899489;89311;3991;5568;46539;3338;53920;0,448365559698257199;3,21589255951521e-02;0,51947551470659070
00202;Bredius;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Bredius;social;Dordrecht;12704;11826;2162;0,475947849542934;0,4430461986031218;0,08099526321876120;166772;8742;11073;4255;2832;104614;0,038092765507918458;2,53533988057403e-02;0,93655383568634121
00049;van Baar;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Baar;social;Eindhoven;11286;2887;5531;0,572777101096224;0,1465142143733771;0,28069417880201408;70311;4807;8638;91155;50;2594;0,971812066226718785;5,33054723397904e-04;0,02765487904988326
00650;de Jong;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Jong;social;Hoorn;4080;5340;2236;0,350034317089911;0,4581193928012350;0,19181923306238607;199099;12677;26840;29929;2806;65877;0,303502616314444473;2,84549547722387e-02;0,66804242891331689
00088;Cremer van den Berch van Heemstede;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Cremer van den Berch van Heemstede;social;Leiden;13055;18243;3798;0,371979712787782;0,5197973172425127;0,10821471098149177;231177;4868;10095;32235;6876;67172;0,303294035734783529;6,46952005494764e-02;0,63201076371574005
00583;Hingst;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Hingst;social;Leeuwarden;25048;19914;16549;0,407211718229260;0,3237448288486933;0,26903811261124311;211678;2034;3963;11919;5350;83530;0,118245220686713157;5,30759233722557e-02;0,82867885594103119
00841;van Loon;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Loon;social;Amersfoort;18404;11383;9241;0,471558880803526;0,2916588722370768;0,23677409269778091;158124;8936;18668;31843;1723;68008;0,313495579577450945;1,69630023431193e-02;0,66954141807942980
01121;Rombach;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Rombach;social;Brielle;0;0;0;NA;NA;NA;34890;2279;4250;1093;633;17905;0,055677245173450157;3,22449187509551e-02;0,91207783607559467
00578;Heydenryck;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Heydenrijck;social;Nijmegen;13594;8636;7991;0,449819661824559;0,2857573032244631;0,26441234586443557;150547;5276;7162;84760;121;18061;0,823376270132696098;1,17541916807523e-03;0,17544831069922870
00112;Bichon van IJsselmonde;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Bichon van IJsselmonde;social;Gouda;15468;14320;6167;0,430204422194410;0,3982708569633182;0,17151600342737255;244681;13406;19545;29583;2816;88880;0,243925164290602653;2,32191888125727e-02;0,73285564689682470
00607;van Houten;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Houten;social;Groningen;10314;16133;2620;0,354835380328207;0,5550212632476336;0,09013375963119652;117851;830;1880;7617;1875;38355;0,159194933851652148;3,91874098689573e-02;0,80161765627939052
00808;Lenting;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Lenting;social;Zutphen;14595;6927;7793;0,497867985672864;0,2362913988769302;0,26582994502647672;130087;4675;8061;28517;1406;62982;0,306947957591087672;1,51337387654055e-02;0,67791830364350680
00998;Oldenhuis Gratama;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Oldenhuis Gratama;social;Assen;20430;10496;9475;0,505680552461573;0,2597922979155780;0,23451945451163797;106308;9060;8901;6988;11526;94937;0,061594873557747398;1,01594520982627e-01;0,83681060545962571
00646;Jonckbloet;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Jonckbloet;social;Winschoten;10327;7298;5365;0,449195302305350;0,3174361639480806;0,23335454993733035;55402;1338;2522;4113;3995;30244;0,107243429286608266;1,04166666666667e-01;0,78858990404672502
00857;van Lynden van Sandenburg;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Lynden van Sandenburg;social;Tiel;1364;2122;246;0,365487674169346;0,5685402480029704;0,06589990558631133;63235;5441;6377;18076;1046;32709;0,348748818274777661;2,01809727769096e-02;0,63107020894831278
00628;Insinger;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Insinger;social;Almelo;21505;6149;8537;0,594208504876903;0,1699013302529517;0,23588239506899489;89311;3991;5568;46539;3338;53920;0,448365559698257199;3,21589255951521e-02;0,51947551470659070
00368;van Eck;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Eck;social;Middelburg;3592;7107;546;0,319430858159182;0,6319962757569837;0,04855080546432261;179721;11808;16126;31729;1812;55500;0,356341460675419164;2,03501757617277e-02;0,62330836356285302
01603;van Zuijlen van Nyevelt;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Zuylen van Nijevelt;social;Arnhem;30502;22032;17588;0,434984740880180;0,3141933106686086;0,25081731971662413;273587;2597;6923;23554;1087;86222;0,212460424127075748;9,80489432903674e-03;0,77773468154388747
00930;Mirandolle;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Mirandolle;social;Haarlem;10963;12390;4361;0,395576243054052;0,4470600834831405;0,15735250808474474;167500;1919;6585;27711;1304;29021;0,477479495485560679;2,24688124612310e-02;0,50005169205320832
00130;Blom;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Blom;social;Rotterdam;22492;53633;535;0,293399426037047;0,6996190285961200;0,00697877732775010;417461;66;440;34998;4180;63368;0,341290737815224399;4,07621945273341e-02;0,61794706765744156
00280;Cremers;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Cremers;social;Zuidhorn;14162;6468;11570;0,439813664596273;0,2008668216157481;0,35930962103531972;88165;5709;6982;2050;10250;38124;0,040655243534824685;2,03276217674123e-01;0,75606853879105185
00464;Godefroi;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Godefroi;social;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;915409;146;1325;57938;1917;132003;0,301983758821628478;9,99176474267427e-03;0,68802447643569720
01557;Wintgens;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Wintgens;social;'s-Gravenhage;18119;37326;3451;0,307643982613420;0,6337578957517818;0,05859387461994655;486360;1189;4526;36721;1250;62172;0,366685639535464292;1,24821505247496e-02;0,62083220993978605
00168;Borret;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Borret;social;Tilburg;16723;6463;4186;0,610952798480199;0,2361119299560002;0,15292526897554304;113881;5179;8643;85114;547;14099;0,853187650360866079;5,48315958299920e-03;0,14132919005613473
00138;Blussé van Oud-Alblas;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Blussé van Oud-Alblas;social;Deventer;9405;5500;4823;0,476733576642336;0,2787848283612968;0,24446549583427155;78201;1948;2897;9048;709;39745;0,182780493717425552;1,43226536301564e-02;0,80289685265241806
00395;Fabius;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Fabius;social;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;915409;146;1325;57938;1917;132003;0,301983758821628478;9,99176474267427e-03;0,68802447643569720
01092;G.C.J. van Reenen;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Reenen;social;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;915409;146;1325;57938;1917;132003;0,301983758821628478;9,99176474267427e-03;0,68802447643569720
00683;G.E.F.X.M. Kerens de Wylré;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Kerens de Wylré;social;Maastricht;11171;8253;2275;0,514816350983916;0,3803310843513060;0,10483921625164523;122833;5704;20416;91682;1333;5617;0,929536053207883906;1,35148836077541e-02;0,05694906318436208
00285;Dam;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Dam;social;Zutphen;14595;6927;7793;0,497867985672864;0,2362913988769302;0,26582994502647672;130087;4675;8061;28517;1406;62982;0,306947957591087672;1,51337387654055e-02;0,67791830364350680
00508;Haffmans;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Haffmans;social;Boxmeer;1566;492;1186;0,482737361282367;0,1516420458443063;0,36552654669729256;38208;7522;6419;41165;43;3662;0,917428125696456376;9,58324047247604e-04;0,08161355025629596
00031;Arnoldts;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Arnoldts;social;Roermond;8338;7154;4486;0,417359095004505;0,3580864225335248;0,22453828625450037;74597;7839;19900;97304;37;3230;0,967515486571675742;3,67899295025405e-04;0,03211661413329887
00573;van den Heuvel;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Heuvel;social;Boxmeer;1566;492;1186;0,482737361282367;0,1516420458443063;0,36552654669729256;38208;7522;6419;41165;43;3662;0,917428125696456376;9,58324047247604e-04;0,08161355025629596
00778;Lambrechts;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Lambrechts;social;Roermond;8338;7154;4486;0,417359095004505;0,3580864225335248;0,22453828625450037;74597;7839;19900;97304;37;3230;0,967515486571675742;3,67899295025405e-04;0,03211661413329887
01343;Teding van Berkhout;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Teding van Berkhout;social;Gorinchem;1494;2852;326;0,319777397260274;0,6104034261089726;0,06976350756059421;99736;8448;11173;10445;3556;38674;0,198291409587090656;6,75083056478405e-02;0,73420028476506882
00416;van Foreest;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Foreest;social;Alkmaar;8752;13420;2626;0,352931688039358;0,5411649732128598;0,10589181879499804;192005;4620;17879;34155;1466;63147;0,345810383930017839;1,48428640855338e-02;0,63934675198444846
00455;Gevers Deynoot;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Gevers Deynoot;social;Dordrecht;12704;11826;2162;0,475947849542934;0,4430461986031218;0,08099526321876120;166772;8742;11073;4255;2832;104614;0,038092765507918458;2,53533988057403e-02;0,93655383568634121
