b1_nummer;politician;vote;law;date;house;pdc_naam;category;district;sum_industry;sum_services;sum_agriculture;industry;services;agriculture;total_pers_taxes;vermogen_tax;income_tax;catholics;geref;hervormd;catholic_pct;geref_pct;hervormd_pct
01113;Rink;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Rink;fiscal;Arnhem;6229;11723;1051;0,327790348892280;0,6168919533111296;0,05530430747773984;211668;112;559;22781;1880;26288;0,447133407917721659;3,68996447427820e-02;0,51596694733949633
00809;Levy;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Levy;fiscal;Amsterdam;43443;107573;1655;0,284553058537640;0,7046053245370755;0,01084023342541958;1240199;168;1233;122395;23123;214201;0,340251696463072573;6,42807302366570e-02;0,59546757330027045
00498;Guyot;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Guyot;fiscal;'s-Gravenhage;16923;36816;2477;0,301035292443432;0,6548990118877976;0,04406143945066406;525337;130;666;63164;7822;111627;0,345889942118031035;4,28337522520302e-02;0,61127630562993873
01204;Schimmelpenninck van der Oye;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Schimmelpenninck van der Oye;fiscal;Amersfoort;8999;6726;5316;0,427688798060929;0,3196551155880339;0,25264061549230887;108469;2362;6229;16977;6420;28018;0,330195468248565605;1,24866284158320e-01;0,54493824759311482
00666;van der Kaay;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Kaay;fiscal;Alkmaar;2168;3446;302;0,366463826910074;0,5824520879612667;0,05103981871259829;117620;3877;9127;21062;1638;25180;0,439891395154553055;3,42105263157895e-02;0,52589807852965753
01384;Tydeman;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Tydeman;fiscal;Tiel;1364;2122;246;0,365487674169346;0,5685402480029704;0,06589990558631133;60458;3748;3829;5776;1181;38703;0,126500219010074466;2,58650897941305e-02;0,84763469119579504
00264;Conrad;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Conrad;fiscal;'s-Gravenhage;16923;36816;2477;0,301035292443432;0,6548990118877976;0,04406143945066406;525337;130;666;63164;7822;111627;0,345889942118031035;4,28337522520302e-02;0,61127630562993873
00525;Hartogh;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Hartogh;fiscal;Amsterdam;43443;107573;1655;0,284553058537640;0,7046053245370755;0,01084023342541958;1240199;168;1233;122395;23123;214201;0,340251696463072573;6,42807302366570e-02;0,59546757330027045
00862;Ae. baron Mackay;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Mackay;fiscal;Kampen;7792;4059;4680;0,471356844715988;0,2455316839247588;0,28309219372414079;64231;2485;3201;3500;9933;31842;0,077305356156819438;2,19392600773054e-01;0,70330204307012700
01135;Roijaards van den Ham;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Roijaards van den Ham;fiscal;Breukelen;8156;4481;4861;0,466110412618585;0,2560795884465291;0,27779171228729038;93077;6421;10242;16873;5272;20798;0,392916191230235412;1,22767389330042e-01;0,48431641943972242
00469;Goeman Borgesius;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Goeman Borgesius;fiscal;Zutphen;7369;5332;2446;0,486498976695055;0,3520055951434721;0,16147518335779468;100577;1504;3403;13417;1480;39010;0,248891609623982046;2,74546904854657e-02;0,72365369989055228
00682;Kerdijk;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Kerdijk;fiscal;Amsterdam;43443;107573;1655;0,284553058537640;0,7046053245370755;0,01084023342541958;1240199;168;1233;122395;23123;214201;0,340251696463072573;6,42807302366570e-02;0,59546757330027045
00815;Lieftinck;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Lieftinck;fiscal;Franeker;9155;4281;7142;0,444892603751579;0,2080332125358348;0,34705867413897795;72481;1195;2004;2333;6850;25901;0,066497548740166459;1,95245696043781e-01;0,73825675521605294
00057;Bahlmann;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Bahlmann;fiscal;Tilburg;9215;4411;1120;0,624915231249152;0,2991192917264777;0,07594804159688133;56139;1129;2598;50865;818;3746;0,917660430460589205;1,47576178534702e-02;0,06758195168594057
00727;Kolkman;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Kolkman;fiscal;Rheden;4445;2210;2619;0,479296959240888;0,2382883102369507;0,28238056586861610;78697;1748;3344;31457;1729;15265;0,649253885368723083;3,56855379661927e-02;0,31506057666508430
01191;Schepel;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Schepel;fiscal;Appingedam;9721;5935;7470;0,420349390296636;0,2566328861248287;0,32300360340245943;89280;4007;5185;1426;11366;30045;0,033288979153535493;2,65331372411700e-01;0,70137964843476430
00696;Kielstra;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Kielstra;fiscal;Lochem;1952;363;1677;0,488977955911824;0,0909207268959951;0,42002916473963592;51769;3198;4448;12209;505;29080;0,292123271282959285;1,20830741254726e-02;0,69579365459156817
01391;Veegens;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Veegens;fiscal;Groningen;14942;17348;6842;0,381835837677604;0,4433157192622656;0,17484043059763046;211782;1779;2873;10422;12367;66716;0,116440422322775267;1,38171051896542e-01;0,74538852578068260
01389;Valette;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Valette;fiscal;Gouda;3654;3987;310;0,459564834611998;0,5014173772111646;0,03898409470235782;72686;1983;3849;9066;4253;33130;0,195181812310275787;9,15627892957868e-02;0,71325539839393748
00584;Hintzen;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Hintzen;fiscal;Rotterdam;26344;58158;1517;0,306257919761913;0,6761040344317520;0,01763543723616193;549281;163;827;84963;20249;184686;0,293078945008244274;6,98487054067293e-02;0,63707234958502645
00889;Mees;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Mees;fiscal;Rotterdam;26344;58158;1517;0,306257919761913;0,6761040344317520;0,01763543723616193;549281;163;827;84963;20249;184686;0,293078945008244274;6,98487054067293e-02;0,63707234958502645
01118;Roell;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Röell;fiscal;Utrecht;12949;20672;2759;0,355937328202309;0,5682187396849907;0,07583644626959904;267114;1251;4272;37809;6196;58672;0,368232418165704123;6,03445757082891e-02;0,57142300612600683
00781;Land;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Land;fiscal;Den Helder;3014;6048;1480;0,285904003035477;0,5736896205502736;0,14037937116179725;68331;1001;4604;8122;3247;29486;0,198800636397013841;7,94761963040020e-02;0,72172316729898423
00019;van Alphen;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Alphen;fiscal;Ommen;6797;959;4496;0,554766568723474;0,0782693910184875;0,36694153712143973;28815;2084;1862;8098;8622;26295;0,188259909333953285;2,00441706381495e-01;0,61129838428455185
01180;Schaepman;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Schaepman;fiscal;Almelo;7853;2735;3945;0,540356430193353;0,1881853927484318;0,27143757286010139;41091;1356;1890;23934;3314;21482;0,491155345782885278;6,80073876462138e-02;0,44083726657090089
01385;Tijdens;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Tijdens;fiscal;Winschoten;9848;5354;7301;0,437630538150469;0,2379192054077279;0,32443588976660298;73652;2868;3739;703;4241;39112;0,015956963864172870;9,62638460141638e-02;0,88777919012166329
00671;de Kanter;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Kanter;fiscal;Bergum;10921;4079;8928;0,456410899364761;0,1704664910245537;0,37310958316776055;53036;963;1051;35;17119;23712;0,000856457690990065;4,18905691773112e-01;0,58023785053589783
00917;de Meijier;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Meijier;fiscal;Zaandam;2400;2885;400;0,422163588390501;0,5074381315914654;0,07034909469842905;76592;1708;7072;6923;3581;31882;0,163332232340867273;8,44854433067522e-02;0,75218232435238053
00107;van Beuningen;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Beuningen;fiscal;Utrecht;12949;20672;2759;0,355937328202309;0,5682187396849907;0,07583644626959904;267114;1251;4272;37809;6196;58672;0,368232418165704123;6,03445757082891e-02;0,57142300612600683
00089;van Berckel;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Berckel;fiscal;Loosduinen;2020;1567;1404;0,404728511320377;0,3139396793550251;0,28126585116803093;88470;2695;6976;17475;10086;22235;0,350931801751144690;2,02546389268214e-01;0,44652180898064103
00160;Bool;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Bool;fiscal;Leiden;6425;9784;291;0,389393939393939;0,5929557034328943;0,01763531369429644;118844;92;482;13847;3479;31392;0,284227595549899403;7,14109774621290e-02;0,64436142698797161
01269;Smeenge;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Smeenge;fiscal;Meppel;4019;5364;2068;0,350973714086106;0,4684163477578105;0,18058265936281342;49190;2671;2321;976;9049;31405;0,023557808351436157;2,18416606323920e-01;0,75802558532464392
00684;van Kerkwijk;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Kerkwijk;fiscal;Zierikzee;1266;1462;557;0,385388127853881;0,4450010660189571;0,16951574914877188;72131;7190;8143;2589;4732;36051;0,059692889421746748;1,09102646868948e-01;0,83120446370930556
01613;Zijp;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Zijp;fiscal;Enkhuizen;873;862;689;0,360148514851485;0,3555577336676055;0,28415702435730483;90362;6144;9738;16850;4568;20302;0,403883029721955888;1,09491850431448e-01;0,48662511984659634
00609;Houwing;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Houwing;fiscal;Wolvega;8755;3405;6321;0,473729776527244;0,1842385542292558;0,34201477004018516;41045;1449;1690;2416;5267;32355;0,060342674459263702;1,31550027473900e-01;0,80810729806683645
00553;Heldt;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Heldt;fiscal;Amsterdam;43443;107573;1655;0,284553058537640;0,7046053245370755;0,01084023342541958;1240199;168;1233;122395;23123;214201;0,340251696463072573;6,42807302366570e-02;0,59546757330027045
00562;Hennequin;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Hennequin;fiscal;Oostburg;0;0;0;NA;NA;NA;61006;5209;7365;14822;3148;20703;0,383264810074211981;8,14004602694386e-02;0,53533472965634943
01404;van Velzen;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Velzen;fiscal;Bodegraven;0;0;0;NA;NA;NA;88191;4611;6614;10804;6480;27211;0,242813799303292499;1,45634340937184e-01;0,61155185975952353
01437;Viruly Verbrugge;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Viruly Verbrugge;fiscal;Rotterdam;26344;58158;1517;0,306257919761913;0,6761040344317520;0,01763543723616193;549281;163;827;84963;20249;184686;0,293078945008244274;6,98487054067293e-02;0,63707234958502645
00462;Gleichman;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Gleichman;fiscal;Amsterdam;43443;107573;1655;0,284553058537640;0,7046053245370755;0,01084023342541958;1240199;168;1233;122395;23123;214201;0,340251696463072573;6,42807302366570e-02;0,59546757330027045
01069;Pyttersen;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Pyttersen;fiscal;Schoterland;9554;4494;6642;0,461768970517158;0,2172015322896104;0,32101411507418465;53936;424;633;1312;4688;31543;0,034946594571557944;1,24870148895933e-01;0,84018325653250936
00198;Brantsen van de Zijp;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Brantsen van de Zijp;fiscal;Sneek;5936;4286;3703;0,426283662477558;0,3077823193842475;0,26591057839067767;80803;1730;3100;6362;7742;26668;0,156038457765132921;1,89885215343863e-01;0,65407632689100359
01238;Seret;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Seret;fiscal;Gorinchem;1494;2852;326;0,319777397260274;0,6104034261089726;0,06976350756059421;85197;5136;7625;6353;7138;36323;0,127534428072429429;1,43293050146545e-01;0,72917252178102543
00163;van der Borch van Verwolde;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Borch van Verwolde;fiscal;Schiedam;6787;5777;1119;0,496016955346050;0,4221874287712487;0,08177482379582550;75748;674;3605;14667;5508;29281;0,296566645098673587;1,11371724361048e-01;0,59206163054027827
01374;Travaglino;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Travaglino;fiscal;Druten;0;0;0;NA;NA;NA;51195;4171;4362;29062;995;13248;0,671100334834314749;2,29765615979679e-02;0,30592310356771735
00334;Donner;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Donner;fiscal;Katwijk;1945;1418;1803;0,376500193573364;0,2744670273153477;0,34896880231292715;97590;3244;6937;18113;7374;20670;0,392421517862946045;1,59759083129319e-01;0,44781939900773449
00108;Bevers;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Bevers;fiscal;Doetinchem;8928;2161;6179;0,517025712300208;0,1251410295847835;0,35781620467533304;53051;1703;2565;17135;4000;28870;0,342665733426657348;7,99920007999200e-02;0,57734226577342262
01507;Walter;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Walter;fiscal;Hontenisse;0;0;0;NA;NA;NA;55929;6809;6813;26465;3288;14645;0,596085409252669063;7,40573899725213e-02;0,32985720077480968
00778;Lambrechts;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Lambrechts;fiscal;Sittard;2278;1329;1541;0,442501942501943;0,2581363197702159;0,29929881503464140;30477;2475;16556;42261;1728;3603;0,887985375693393864;3,63086232980333e-02;0,07570600100857287
01229;van der Schrieck;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Schrieck;fiscal;'s-Hertogenbosch;6733;7895;1710;0,412106745011629;0,4832170928495980;0,10465823827790680;99534;1120;2515;47554;394;3118;0,931226256217444037;7,71550542435280e-03;0,06105823835820311
00691;Keuchenius;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Keuchenius;fiscal;Goes;1511;1672;826;0,376901970566226;0,4170224054461504;0,20599562361014317;72823;6045;6454;3978;6943;32192;0,092269153155660699;1,61041913112054e-01;0,74668893373228495
00763;van der Kun;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Kun;fiscal;Zevenbergen;1699;732;873;0,514225181598063;0,2215151608130158;0,26416635658424731;62479;2338;3177;30879;3446;11562;0,672935689846797525;7,50975221740362e-02;0,25196678797916622
01280;Smits van Oijen;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Smits van Oijen;fiscal;Eindhoven;2009;533;584;0,642674344209853;0,1704703912517898;0,18677163391847268;44580;2307;4279;46863;24;903;0,980602636534839922;5,02197112366604e-04;0,01889516635279347
00864;T. Mackay;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Mackay;fiscal;Hilversum;3521;3160;506;0,489912341728120;0,4396527909658593;0,07039579275435748;87517;2333;9059;20682;4270;32100;0,362511393115052927;7,48440019631214e-02;0,56264460492182566
01400;van de Velde;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Velde;fiscal;Delft;4436;5470;330;0,433372411098085;0,5343658089684407;0,03223610823427076;90453;871;2950;17408;4312;26030;0,364565445026177992;9,03036649214660e-02;0,54513089005235604
01091;Reekers;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Reekers;fiscal;Haarlemmermeer;4176;684;3639;0,491351923755736;0,0804754039599305;0,42813921382485798;67577;1558;4571;19564;5960;16886;0,461306295684979939;1,40532893185569e-01;0,39816081112945062
01042;Poelman;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Poelman;fiscal;Veendam;9492;5622;4956;0,472944693572496;0,2801129806702637;0,24692645989708026;54378;1502;2533;5294;6460;32638;0,119255721751666974;1,45521715624437e-01;0,73522256262389618
00318;Dobbelmann;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Dobbelmann;fiscal;Nijmegen;5846;6335;2483;0,398663393344244;0,4319986209740755;0,16931664996525383;94821;791;1315;42476;369;11585;0,780378467756751792;6,77934962336947e-03;0,21284218261987875
00450;Gerritsen;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Gerritsen;fiscal;Leeuwarden;7303;10268;3281;0,350230193746403;0,4924145185865985;0,15734065882053566;119001;455;1622;6287;4536;29702;0,155138803207896359;1,11930906847625e-01;0,73293028994447873
00397;Farncombe Sanders;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Farncombe Sanders;fiscal;Haarlem;6787;11706;722;0,353213635180848;0,6092003550417924;0,03757292944507148;125812;98;615;24373;2108;27648;0,450276192059709202;3,89440041382623e-02;0,51077980380202848
00540;Heemskerk;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Heemskerk;fiscal;Harlingen;7708;5637;5021;0,419688554938473;0,3069188277077597;0,27337478840577778;73904;873;1849;5731;7691;23741;0,154212523208567653;2,06953152328929e-01;0,63883432446250299
00522;Harte van Tecklenburg;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Harte van Tecklenburg;fiscal;Grave;2006;732;870;0,555986696230599;0,2028512243397874;0,24108011620452563;47633;6275;5396;44594;1;630;0,986047540077390816;2,21116639027087e-05;0,01393034825870647
01085;de Ras;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Ras;fiscal;Maastricht;6875;6349;255;0,510052674530752;0,4710111847678222;0,01891694052031508;84681;674;2459;49158;10;1027;0,979340571770096591;1,99223030182289e-04;0,02046020519972109
00294;G.W. baron van Dedem;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Dedem;fiscal;Elst;7284;3044;4277;0,498733310510099;0,2084146563963339;0,29283073778426072;73500;2070;3350;23772;1604;20597;0,517086115763600418;3,48900441563526e-02;0,44802384008004698
00676;van Karnebeek;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Karnebeek;fiscal;Rotterdam;26344;58158;1517;0,306257919761913;0,6761040344317520;0,01763543723616193;549281;163;827;84963;20249;184686;0,293078945008244274;6,98487054067293e-02;0,63707234958502645
01422;Vermeulen;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Vermeulen;fiscal;Helmond;5458;1352;1857;0,629745009807315;0,1559826665159969;0,21424156737868835;32619;2069;3817;45497;148;2431;0,946355770030784638;3,07845910641484e-03;0,05056577086280056
00833;van Löben Sels;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Löben Sels;fiscal;Ede;11484;3613;8168;0,493617021276596;0,1552943625213562;0,35107552903901279;52889;1755;3697;1722;8038;39435;0,035003557272080495;1,63390588474438e-01;0,80160585425348108
00087;van den Berch van Heemstede;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Berch van Heemstede;fiscal;Oosterhout;5809;1320;2193;0,623149538725595;0,1415910499466357;0,23523064895677354;53602;2326;3044;44546;471;3419;0,919687835494260475;9,72417210339417e-03;0,07058799240234537
00951;Mutsaers;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Mutsaers;fiscal;Waalwijk;0;0;0;NA;NA;NA;52094;2743;4507;30181;2568;9850;0,708490809643418817;6,02831052372121e-02;0,23122608511936901
00433;Lintelo baron de Geer van Jutphaas;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Lintelo baron de Geer van Jutphaas;fiscal;Sliedrecht;2141;947;227;0,645852187028658;0,2856155458748257;0,06845738586847197;64261;7644;7617;1846;5823;38311;0,040147890387124838;1,26642018268813e-01;0,83321009134406265
01458;van Vlijmen;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Vlijmen;fiscal;Veghel;6030;1417;4871;0,489527520701413;0,1150303368634835;0,39541816421836318;37335;2175;3377;43259;2;332;0,992338219438900770;4,58789255155644e-05;0,00761590163558369
00245;van Bylandt;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Bylandt;fiscal;Apeldoorn;11034;4296;8336;0,466238485591143;0,1815226640390441;0,35222563347919922;58966;783;2170;4735;5728;42185;0,089936939674821456;1,08798055006838e-01;0,80126500531834066
00508;Haffmans;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Haffmans;fiscal;Venlo;3434;2959;2131;0,402862505865791;0,3471210884477322;0,24997800570117140;42911;3994;4548;46262;46;4558;0,909487673495065430;9,04336885149216e-04;0,08960798961978532
00076;Beelaerts van Blokland;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Beelaerts van Blokland;fiscal;Steenwijk;4423;1481;3339;0,478524288650871;0,1602210678705475;0,36122138607778498;40771;3551;3874;2191;6697;29876;0,056521514807553401;1,72763388711175e-01;0,77071509648127123
00773;K. ter Laan;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Laan;fiscal;'s-Gravenhage I;24192;49146;3829;0,313501885521013;0,6368758710098046;0,04961904496952533;525337;130;666;80694;22636;115693;0,368427060171762799;1,03349876496989e-01;0,52822306333124835
00357;J.E.W. Duijs;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Duijs;fiscal;Zaandam;4397;5264;465;0,434228718151294;0,5198275998348473;0,04591706424400106;76592;1708;7072;8011;4811;30754;0,183839728290802279;1,10404809987149e-01;0,70575546172204884
00447;Gerhard;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Gerhard;fiscal;Amsterdam II;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;133277;33085;199345;0,364436557134536654;9,04685991791243e-02;0,54509484368633909
00967;Nierstrasz;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Nierstrasz;fiscal;Amsterdam VI;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;133277;33085;199345;0,364436557134536654;9,04685991791243e-02;0,54509484368633909
01454;van Vliet;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Vliet;fiscal;Doetinchem;11198;2923;7176;0,525801756115885;0,1372459893796198;0,33693837600457432;53051;1703;2565;19750;5209;33420;0,338306582846571557;8,92272906353312e-02;0,57246612651809725
