b1_nummer;politician;vote;law;date;house;pdc_naam;category;district
00998;Oldenhuis Gratama;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Oldenhuis Gratama;social;Assen
00646;Jonckbloet;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Jonckbloet;social;Winschoten
00857;van Lynden van Sandenburg;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Lynden van Sandenburg;social;Tiel
00628;Insinger;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Insinger;social;Almelo
00368;van Eck;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Eck;social;Middelburg
01603;van Zuijlen van Nyevelt;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Zuylen van Nijevelt;social;Arnhem
00930;Mirandolle;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Mirandolle;social;Haarlem
00130;Blom;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Blom;social;Rotterdam
00280;Cremers;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Cremers;social;Zuidhorn
00464;Godefroi;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Godefroi;social;Amsterdam
01557;Wintgens;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Wintgens;social;'s-Gravenhage
00168;Borret;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Borret;social;Tilburg
00138;Blussé van Oud-Alblas;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Blussé van Oud-Alblas;social;Deventer
00395;Fabius;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Fabius;social;Amsterdam
01092;G.C.J. van Reenen;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Reenen;social;Amsterdam
00683;G.E.F.X.M. Kerens de Wylré;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Kerens de Wylré;social;Maastricht
00285;Dam;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Dam;social;Zutphen
00508;Haffmans;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Haffmans;social;Boxmeer
00031;Arnoldts;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Arnoldts;social;Roermond
00573;van den Heuvel;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Heuvel;social;Boxmeer
00778;Lambrechts;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Lambrechts;social;Roermond
01343;Teding van Berkhout;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Teding van Berkhout;social;Gorinchem
00416;van Foreest;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Foreest;social;Alkmaar
00455;Gevers Deynoot;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Gevers Deynoot;social;Dordrecht
00322;van der Does de Willebois;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Does de Willebois;social;'s-Hertogenbosch
00697;Kien;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Kien;social;Utrecht
00974;van Nispen van Sevenaer;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Nispen van Sevenaer;social;Nijmegen
01572;Wybenga;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Wybenga;social;Sneek
00954;van Naamen van Eemnes;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Naamen van Eemnes;social;Zwolle
01509;van Wasseneer van Catwijck;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Wassenaer van Catwijck;social;Leiden
00968;Nierstrasz;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Nierstrasz;social;Delft
00102;Bergsma;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Bergsma;social;Dokkum
01148;Rutgers van Rozenburg;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Rutgers van Rozenburg;social;Haarlemmermeer
01303;Stieltjes;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Stieltjes;social;Amsterdam
00931;Moens;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Moens;social;Sneek
00631;'s Jacob;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Jacob;social;Amsterdam
00674;Kappeyne van de Coppollo;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Kappeyne van de Coppello;social;Haarlem
00232;de Bruyn Kops;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Bruijn Kops;social;Alkmaar
00889;Mees;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Mees;social;Rotterdam
01281;Smitz;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Smitz;social;Eindhoven
01142;de Ruiter Zylker;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Ruiter Zijlker;social;Appingedam
00863;Mackay;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Mackay;social;Tiel
00113;de Bieberstein Rogalla Zawadsky;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Bieberstein Rogalla Zawadsky;social;Maastricht
01272;Smidt;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Smidt;social;Assen
00765;van Kuyk;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Kuyk;social;Delft
01203;Schimmelpenninck;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Schimmelpenninck van der Oye;social;Deventer
01601;van Zinnicq Bergmann;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Zinnicq Bergmann;social;'s-Hertogenbosch
01414;Verheijen;0;Kinderwetje 1874;1874-05-05;Tweede Kamer;Verheijen;social;Tilburg
00082;Begram;0;Kinderwetje 1874;1874-05-05;Tweede Kamer;Begram;social;Gorinchem
00625;Idzerda;0;Kinderwetje 1874;1874-05-05;Tweede Kamer;Idzerda;social;Sneek
00766;Kuyper;0;Kinderwetje 1874;1874-05-05;Tweede Kamer;Kuyper;social;Gouda
00851;Luyben;0;Kinderwetje 1874;1874-05-05;Tweede Kamer;Luyben;social;Breda
01166;Saaymans Vader;0;Kinderwetje 1874;1874-05-05;Tweede Kamer;Saaymans Vader;social;Goes
00815;Lieftinck;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Lieftinck;social;Franeker
00500;Van Gijn;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Gijn;social;Dordrecht
00486;Groen van Waarder;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Groen van Waarder;social;Amsterdam II
01269;Smeenge;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Smeenge;social;Meppel
00562;Hennequin;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Hennequin;social;Oostburg
00071;De Beaufort;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Beaufort 2;social;
00682;Kerdijk;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kerdijk;social;Amsterdam
00188;Bouman;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Bouman;social;Harlingen
00413;Fokker;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Fokker;social;Alkmaar
01067;Pijnacker Hordijk;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Pijnacker Hordijk;social;'s-Gravenhage III
00525;Hartogh;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Hartogh;social;Amsterdam III
01075;van Raalte;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Raalte;social;Rotterdam V
01191;Schepel;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Schepel;social;Appingedam
00727;Kolkman;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kolkman;social;Rheden
00802;Lely;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Lely;social;Lochem
00469;Goeman Borgesius;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Goeman Borgesius;social;Zutphen
00704;De Klerk;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Klerk;social;Rotterdam II
00553;Heldt;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Heldt;social;Amsterdam VII
01391;Veegens;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Veegens;social;Hoogezand
01384;Tijdeman;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Tydeman;social;Tiel
01113;Rink;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Rink;social;Arnhem
01339;Tak van Poortvliet;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Tak van Poortvliet;social;Beverwijk
00264;Conrad;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Conrad;social;'s-Gravenhage II
00468;Goekoop;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Goekoop;social;Brielle
00684;van Kerkwijk;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kerkwijk;social;Zierikzee
01609;Zijlma;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Zijlma;social;Zuidhorn
01385;Tijdens;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Tijdens;social;Winschoten
01179;Schaafsma;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Schaafsma;social;Dokkum
00609;Houwing;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Houwing;social;Weststellingwerf
00348;Drucker;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Drucker;social;Groningen
01180;Schaepman;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Schaepman;social;Almelo
00731;Kool;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kool;social;Enkhuizen
00404;Ferf;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Ferf;social;Hoorn
00144;de Boer;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Boer;social;Zaandam
01551;Willinge;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Willinge;social;Assen
01069;Pyttersen;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Pyttersen;social;Leeuwarden
00889;Mees;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Mees;social;Rotterdam IV
00714;Knijff;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Knijff;social;Bodegraven
00297;van Deinse;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Deinse;social;Hontenisse
00243;C.J.E. Van Bylandt;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Bylandt;social;Gouda
00438;Geertsema;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Geertsema;social;Amsterdam VI
01101;Rethaan Macaré;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Rethaan Macaré;social;Haarlem
00461;Van Gilse;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Gilse;social;Sneek
01120;Roessingh;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Roessingh;social;Emmen
01411;Verhey;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Verheij;social;Rotterdam III
00689;Ketelaar;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Ketelaar;social;Amsterdam V
00983;Nolting;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Nolting;social;Amsterdam VIII
00893;Meesters;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Meesters;social;Steenwijk
00568;Hesselink van Suchtelen;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Hesselink van Suchtelen;social;Doetinchem
00462;Gleichman;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Gleichman;social;Amsterdam IV
00065;Van Basten Batenburg;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Basten Batenburg;social;Elst
00163;Van der Borch van Verwolde;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Borch van Verwolde;social;Ridderkerk
00763;Van der Kun;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kun;social;Zevenbergen
00596;'t Hooft;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Hooft;social;Haarlemmermeer
00228;Brummelkamp;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Brummelkamp;social;Loosduinen
01189;Schaper;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Schaper;social;Veendam
00036;H.M.J. Van Asch van Wijck;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Asch van Wijck;social;Wijk bij Duurstede
00904;Merkelbach;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Merckelbach;social;Gulpen
00543;Van Heemstra;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Heemstra;social;Hilversum
00750;Krap;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Krap;social;'s-Gravenhage I
01079;De Ram;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Ram;social;Bergen op Zoom
00318;Dobbelmann;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Dobbelmann;social;Nijmegen
01378;Truijen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Truijen;social;Weert
01085;De Ras;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Ras;social;Maastricht
00087;Van den Berch van Heemstede;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Berch van Heemstede;social;Oosterhout
00826;Van Limburg Stirum;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Limburg Stirum;social;Schiedam
00522;Harte van Tecklenburg;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Harte van Tecklenburg;social;Grave
00678;Van Kempen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kempen;social;Leiden
00676;Van Karnebeek;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Karnebeek;social;Utrecht I
00114;De Bieberstein Rogalla Zawadsky;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Bieberstein Rogalla Zawadsky;social;Sittard
00923;Michiels van Verduynen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Michiels van Verduynen;social;Breda
01238;Seret;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Seret;social;Gorinchem
01422;Vermeulen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Vermeulen;social;Helmond
01376;Troelsta;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Troelstra;social;Tietjerksteradeel
01604;Van der Zwaag;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Zwaag;social;Schoterland
01446;De Visser;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Visser;social;Rotterdam I
00293;Van Dedem;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Dedem;social;Zwolle
00835;Loeff;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Loeff;social;'s-Hertogenbosch
00636;Jansen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Jansen;social;Tilburg
00849;Lucasse;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Lucasse;social;Middelburg
00245;W.K.F.P. van Bylandt;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Bylandt;social;Apeldoorn
00040;L.H.J.M. Van Asch van Wijck;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Asch van Wijck;social;Ede
00723;Van Kol;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kol;social;Enschede
01068;Pijnappel;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Pijnappel;social;Amsterdam I
00766;Kuyper;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kuyper;social;Sliedrecht
00066;Bastert;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Bastert;social;Utrecht II
01498;De Waal Malefijt;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Waal Malefijt;social;Breukelen
00951;Mutsaers;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Mutsaers;social;Waalwijk
01374;Travaglino;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Travaglino;social;Druten
00862;Mackay;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Mackay;social;Kampen
01400;Van de Velde;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Velde;social;Delft
01177;De Savornin Lohman;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Savornin Lohman;social;Goes
01458;Van Vlijmen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Vlijmen;social;Veghel
00574;Van den Heuvel;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Heuvel;social;Eindhoven
00391;Everts;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Everts;social;Roermond
00334;Donner;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Donner;social;Katwijk
01293;Staalman;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Staalman;social;Den Helder
00019;Van Alphen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Alphen;social;Ommen
00981;Nolens;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Nolens;social;Venlo
01609;Zijlma;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Zijlma;social;Zuidhorn
00297;van Deinse;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Deinse;social;Hontenisse
00334;Donner;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Donner;social;Katwijk
00723;van Kol;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Kol;social;Enschede
01189;Schaper;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Schaper;social;Veendam
00243;C.J.E. van Bylandt;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Bylandt;social;Gouda
00318;Dobbelmann;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Dobbelmann;social;Nijmegen
00893;Meesters;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Meesters;social;Steenwijk
01378;Trujjen;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Truijen;social;Weert
00413;Fokker;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Fokker;social;Alkmaar
01101;Rethaan Macaré;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Rethaan Macaré;social;Haarlem
00678;van Kempen;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Kempen;social;Leiden
00983;Nolting;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Nolting;social;Amsterdam VIII
00500;van Gijn;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Gijn;social;Dordrecht
01068;Pijnappel;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Pijnappel;social;Amsterdam I
00553;Heldt;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Heldt;social;Amsterdam VII
00904;Merckelbach;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Merckelbach;social;Gulpen
01604;van der Zwaag;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Zwaag;social;Schoterland
00981;Nolens;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Nolens;social;Venlo
00469;Goeman Borgesius;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Goeman Borgesius;social;Zutphen
00188;Bouman;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Bouman;social;Harlingen
01376;Troelstra;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Troelstra;social;Tietjerksteradeel
00461;van Gilse;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Gilse;social;Sneek
00923;Michiels van Verduynen;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Michiels van Verduynen;social;Breda
00486;Groen van Waarder;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Groen van Waarder;social;Amsterdam II
00562;Hennequin;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Hennequin;social;Oostburg
00704;de Klerk;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Klerk;social;Rotterdam II
00543;van Heemstra;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Heemstra;social;Hilversum
01085;de Ras;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Ras;social;Maastricht
01384;Tydeman;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Tydeman;social;Tiel
00802;Lely;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Lely;social;Lochem
00727;Kolkman;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Kolkman;social;Rheden
00071;de Beaufort;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Beaufort 2;social;
01411;Verhey;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Verheij;social;Rotterdam III
01075;van Raalte;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Raalte;social;Rotterdam V
01339;Tak van Poortvliet;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Tak van Poortvliet;social;Beverwijk
00228;Brummelkamp;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Brummelkamp;social;Loosduinen
01120;Roessingh;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Roessingh;social;Emmen
00468;Goekoop;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Goekoop;social;Brielle
01079;de Kam;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Ram;social;Bergen op Zoom
00040;L.H.J.M. van Asch van Wijck;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Asch van Wijck;social;Ede
00835;Loeff;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Loeff;social;'s-Hertogenbosch
00763;van der Kun;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Kun;social;Zevenbergen
00036;H.M.J. van Asch van Wijck;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Asch van Wijck;social;Wijk bij Duurstede
00065;van Basten Batenburg;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Basten Batenburg;social;Elst
01113;Rink;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Rink;social;Arnhem
00766;Kuyper;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Kuyper;social;Sliedrecht
00815;Lieftinck;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Lieftinck;social;Franeker
01391;Veegens;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Veegens;social;Hoogezand
00264;Conrad;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Conrad;social;'s-Gravenhage II
00522;Harte van Tecklenburg;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Harte van Tecklenburg;social;Grave
00596;'t Hooft;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Hooft;social;Haarlemmermeer
01269;Smeenge;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Smeenge;social;Meppel
01180;Schaepman;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Schaepman;social;Almelo
00404;Ferf;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Ferf;social;Hoorn
00114;de Bieberstein Rogalla Zawadsky;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Bieberstein Rogalla Zawadsky;social;Sittard
01374;Travaglino;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Travaglino;social;Druten
01067;Pijnacker Hordijk;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Pijnacker Hordijk;social;'s-Gravenhage III
01458;van Vlijmen;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Vlijmen;social;Veghel
00750;Krap;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Krap;social;'s-Gravenhage I
00438;Geertsema;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Geertsema;social;Amsterdam VI
01069;Pyttersen;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Pyttersen;social;Leeuwarden
00636;Jansen;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Jansen;social;Tilburg
01400;van de Velde;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Velde;social;Delft
00714;Knijff̈;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Knijff;social;Bodegraven
00689;Ketelaar;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Ketelaar;social;Amsterdam V
00568;Hesselink van Suchtelen;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Hesselink van Suchtelen;social;Doetinchem
00144;de Boer;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Boer;social;Zaandam
01293;Staalman;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Staalman;social;Den Helder
00609;Houwing;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Houwing;social;Weststellingwerf
00731;Kool;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Kool;social;Enkhuizen
00348;Drucker;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Drucker;social;Groningen
01498;de Waal Malefijt;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Waal Malefijt;social;Breukelen
00019;van Alphen;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Alphen;social;Ommen
00849;Lucasse;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Lucasse;social;Middelburg
00889;Mees;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Mees;social;Rotterdam IV
01179;Schaafsma;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Schaafsma;social;Dokkum
01238;Seret;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Seret;social;Gorinchem
00462;Gleichman;1;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Gleichman;social;Amsterdam IV
00684;van Kerkwijk;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Kerkwijk;social;Zierikzee
01446;de Visser;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Visser;social;Rotterdam I
00087;van den Berch van Heemstede;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Berch van Heemstede;social;Oosterhout
01177;de Savornin Lohman;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Savornin Lohman;social;Goes
01199;Schimmelpenninck;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Schimmelpenninck;social;Amersfoort
00066;Bastert;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Bastert;social;Utrecht II
00862;Mackay;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Mackay;social;Kampen
00676;van Karnebeek;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Karnebeek;social;Utrecht I
01422;Vermeulen;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Vermeulen;social;Helmond
00574;van den Heuvel;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Heuvel;social;Eindhoven
00951;Mutsaers;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Mutsaers;social;Waalwijk
00293;van Dedem;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Dedem;social;Zwolle
00245;W.K.F.P. van Bylandt;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Bylandt;social;Apeldoorn
00391;Everts;0;Ongevallenwet 1901;1899-12-13;Tweede Kamer;Everts;social;Roermond
00634;Jannink;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Jannink;social;Lochem
01347;van den Tempel;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Tempel;social;Amsterdam IX
00356;Duys;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Duynstee;social;Druten
00410;Fock;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Fock;social;Haarlem
00071;de Beaufort;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Beaufort 2;social;Amersfoort
00655;de Jong;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Jong;social;Hoorn
00772;J. ter Laan;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Laan;social;Rotterdam V
