"achternaam","voornaam","tussenvoegsel","jaar","maand","dag","type verkiezing","districtsnaam","aantal stemmen","omvang_electoraat","zetels","drempel"
"Borch van Verwolde","A.P.R.C. baron van",,"1884","11","11","herstemming","Zevenbergen","838","2155","1.0","826.0"
"Borch van Verwolde","A.P.R.C. baron van",,"1886","6","15","algemeen","Zevenbergen","1104","2244","1.0","724.0"
"Borch van Verwolde","A.P.R.C. baron van",,"1887","9","1","algemeen","Zevenbergen","891","2219","1.0","475.0"
"Borch van Verwolde","A.P.R.C. baron van",,"1888","11","20","tussentijds","Schiedam","1265","2671","1.0","1199.0"
"Borch van Verwolde","A.P.R.C. baron van",,"1891","6","23","herstemming","Schiedam","1314","2783","1.0","1230.0"
"Borch van Verwolde","A.P.R.C. baron van",,"1897","6","25","herstemming","Ridderkerk","2056","4547","1.0","2045.0"
"Borch van Verwolde","A.P.R.C. baron van",,"1901","6","14","algemeen","Ridderkerk","2795","5286","1.0","2299.0"
"Borch van Verwolde","A.P.R.C. baron van",,"1905","6","16","algemeen","Ridderkerk","3694","7731","1.0","3685.0"
"Borch van Verwolde","A.P.R.C. baron van",,"1909","6","11","algemeen","Ridderkerk","4176","8370","1.0","3796.0"
"Boreel van Hogelanden","W. ",,"1848","11","30","algemeen","Den Haag I","347","693","1.0","294.0"
"Boreel van Hogelanden","W. ",,"1850","8","27","algemeen","Den Haag","775","2025","2.0","567.0"
"Boreel van Hogelanden","W. ",,"1852","6","8","periodiek","Den Haag","740","2062","1.0","397.0"
"Boreel van Hogelanden","W. ",,"1853","5","17","algemeen","Den Haag","980","2101","2.0","736.0"
"Boreel van Hogelanden","J.W.G. ",,"1888","3","20","herstemming","Beverwijk","1745","3500","1.0","1669.0"
"Boreel van Hogelanden","J.W.G. ",,"1891","6","23","herstemming","Beverwijk","1733","3640","1.0","1629.0"
"Borret","E.J.H. ",,"1848","11","30","algemeen","Maastricht","237","593","1.0","226.0"
"Borret","E.J.H. ",,"1850","8","27","algemeen","Maastricht","719","1875","2.0","656.0"
"Borret","E.J.H. ",,"1853","5","31","herstemming","Tilburg","904","2978","2.0","902.0"
"Borret","F.H.H. ",,"1868","1","22","algemeen","Tilburg","1081","3199","2.0","870.0"
"Borret","F.H.H. ",,"1871","6","13","periodiek","Tilburg","1358","3376","1.0","805.0"
"Borret","F.H.H. ",,"1875","6","8","periodiek","Tilburg","1339","3529","1.0","778.0"
"Borret","F.H.H. ",,"1879","6","10","periodiek","Tilburg","1194","3236","1.0","629.0"
"Borret","F.H.H. ",,"1882","5","2","tussentijds","Tilburg","1383","3459","1.0","874.0"
"Borret","F.H.H. ",,"1883","6","12","periodiek","Tilburg","1187","3464","1.0","619.0"
"Borret","F.H.H. ",,"1884","10","28","algemeen","Tilburg","1456","3452","2.0","756.0"
"Borret","F.H.H. ",,"1886","6","15","algemeen","Tilburg","1523","3648","2.0","823.0"
"Borret","F.H.H. ",,"1887","9","1","algemeen","Tilburg","1319","3657","2.0","695.0"
"Borret","T.L.M.H. ",,"1888","3","6","algemeen","Oosterhout","2112","3489","1.0","1126.0"
"Borret","T.L.M.H. ",,"1893","7","4","herstemming","Beverwijk","1359","3718","1.0","1318.0"
"Borret","T.L.M.H. ",,"1894","4","24","herstemming","Beverwijk","1510","3718","1.0","1509.0"
"Borssele","A.W. van",,"1894","4","24","herstemming","Ede","1471","2923","1.0","1210.0"
"Bos","D. ",,"1901","6","27","herstemming","Winschoten","2495","6004","1.0","2300.0"
"Bos","D. ",,"1905","6","16","algemeen","Winschoten","2396","6877","1.0","2166.0"
"Bos","D. ",,"1909","6","23","herstemming","Winschoten","3309","7175","1.0","2280.0"
"Bos","D. ",,"1913","6","25","herstemming","Groningen","4171","10452","1.0","3750.0"
"Bos","D. ",,"1913","6","25","herstemming","Winschoten","3172","8016","1.0","2855.0"
"Bosch Kemper","J. de",,"1868","1","22","algemeen","Hoorn","1437","3591","2.0","1124.0"
"Bosch Kemper","J. de",,"1868","2","4","herstemming","Haarlem","983","2504","1.0","953.0"
"Bosgra","O.T. ",,"1888","3","6","algemeen","Bergum","1374","3019","1.0","1365.0"
"Bosscha","J. ",,"1853","5","31","herstemming","Amsterdam","1259","3873","3.0","1056.0"
"Bosscha","J. ",,"1854","6","13","periodiek","Amsterdam","874","3873","3.0","793.0"
"Bosse","P.P. van",,"1853","5","31","herstemming","Rotterdam","762","1795","2.0","747.0"
"Bosse","P.P. van",,"1856","6","10","periodiek","Rotterdam","814","1881","1.0","568.0"
"Bosse","P.P. van",,"1860","4","24","tussentijds","Zutphen","764","2577","1.0","739.0"
"Bosse","P.P. van",,"1860","6","12","periodiek","Zutphen","1035","2577","1.0","709.0"
"Bosse","P.P. van",,"1864","6","14","periodiek","Zutphen","791","2747","1.0","749.0"
"Bosse","P.P. van",,"1868","1","22","algemeen","Dordrecht","886","2231","2.0","848.0"
"Bots","J.B. ",,"1848","11","30","algemeen","Helmond","382","525","1.0","202.0"
"Bots","J.B. ",,"1850","8","27","algemeen","Eindhoven","1068","1950","2.0","704.0"
"Bots","J.B. ",,"1852","6","8","periodiek","Eindhoven","498","1869","1.0","493.0"
"Bots","J.B. ",,"1853","5","17","algemeen","Eindhoven","967","2050","2.0","764.0"
"Bots","J.B. ",,"1855","10","23","tussentijds","Eindhoven","762","2050","1.0","411.0"
"Bots","J.B. ",,"1856","6","10","periodiek","Eindhoven","840","2042","1.0","440.0"
"Bots","J.B. ",,"1860","6","12","periodiek","Eindhoven","999","2121","1.0","541.0"
"Bots","J.B. ",,"1864","6","14","periodiek","Eindhoven","1044","2283","1.0","537.0"
"Bots","J.B. ",,"1865","9","12","tussentijds","Eindhoven","759","2268","1.0","396.0"
"Bots","J.B. ",,"1866","10","30","algemeen","Eindhoven","1275","2268","2.0","771.0"
"Bots","J.B. ",,"1868","1","22","algemeen","Eindhoven","1531","2344","2.0","812.0"
"Bots","J.B. ",,"1869","6","8","periodiek","Eindhoven","980","2146","1.0","530.0"
"Bots","J.B. ",,"1870","9","20","tussentijds","Eindhoven","802","2200","1.0","420.0"
"Bouman","A. ",,"1894","4","24","herstemming","Harlingen","1335","3291","1.0","1236.0"
"Bouman","A. ",,"1897","6","25","herstemming","Harlingen","2472","5679","1.0","2362.0"
"Boxman","A. ",,"1848","11","30","algemeen","Gorinchem","690","1083","1.0","440.0"
"Brants","M.A. ",,"1903","2","25","tussentijds","Ede","2437","6024","1.0","1865.0"
"Brants","M.A. ",,"1905","6","16","algemeen","Ede","3075","6762","1.0","2283.0"
"Brantsen","C.M. ",,"1888","10","30","tussentijds","Lochem","1460","3242","1.0","1455.0"
"Brantsen van de Zijp","W.G. baron van",,"1882","12","5","tussentijds","Zutphen","1413","3369","1.0","1392.0"
"Brantsen van de Zijp","W.G. baron van",,"1883","6","12","periodiek","Zutphen","1566","3387","1.0","1564.0"
"Brantsen van de Zijp","W.G. baron van",,"1884","10","28","algemeen","Zutphen","1545","3470","2.0","1531.0"
"Brantsen van de Zijp","W.G. baron van",,"1888","3","28","tussentijds","Sneek","2047","3901","1.0","1653.0"
"Brantsen van de Zijp","W.G. baron van",,"1891","6","9","algemeen","Sneek","1619","3750","1.0","1368.0"
"Brauw","W.M. de",,"1853","5","17","algemeen","Gouda","1631","2981","2.0","1192.0"
"Brauw","W.M. de",,"1856","6","24","herstemming","Gouda","1108","3123","1.0","1065.0"
"Brauw","W.M. de",,"1860","6","12","periodiek","Gouda","915","3102","1.0","605.0"
"Brauw","W.M. de",,"1861","6","18","tussentijds","Gouda","954","3289","1.0","524.0"
"Brauw","W.M. de",,"1864","6","14","periodiek","Gouda","1281","3414","1.0","1187.0"
"Brauw","W.M. de",,"1866","11","13","herstemming","Gouda","1323","3528","1.0","1071.0"
"Brauw","W.M. de",,"1868","1","22","algemeen","Gouda","1006","3548","2.0","1000.0"
"Brauw","W.M. de",,"1869","6","22","herstemming","Gouda","1597","3200","1.0","1317.0"
"Brauw","W.M. de",,"1873","6","24","herstemming","Gouda","1035","3448","1.0","977.0"
"Bredius","J.P. ",,"1871","1","31","tussentijds","Dordrecht","767","2067","1.0","689.0"
"Bredius","J.P. ",,"1873","6","10","periodiek","Dordrecht","887","2137","1.0","698.0"
"Bredius","J.P. ",,"1877","6","12","periodiek","Dordrecht","909","2331","1.0","659.0"
"Bredius","J.P. ",,"1878","3","12","herstemming","Goes","1102","2623","1.0","936.0"
"Brouwer","B. ",,"1871","6","13","periodiek","Almelo","1021","2151","1.0","915.0"
"Brouwers","H.J. ",,"1866","10","30","algemeen","Maastricht","892","2389","2.0","728.0"
"Brouwers","H.J. ",,"1877","10","23","tussentijds","Boxmeer","1114","2710","1.0","647.0"
"Brouwers","H.J. ",,"1879","6","10","periodiek","Boxmeer","903","2527","1.0","479.0"
"Brouwers","H.J. ",,"1882","1","17","tussentijds","Roermond","1162","2124","1.0","614.0"
"Brouwers","H.J. ",,"1883","6","12","periodiek","Roermond","1252","2325","1.0","684.0"
"Brouwers","H.J. ",,"1884","10","28","algemeen","Roermond","1190","2312","2.0","653.0"
"Brouwers","H.J. ",,"1886","6","15","algemeen","Roermond","1686","2432","2.0","1010.0"
"Brouwers","H.J. ",,"1887","9","1","algemeen","Roermond","1290","2434","2.0","688.0"
"Brouwers","H.J. ",,"1888","3","6","algemeen","Roermond","1051","1739","1.0","769.0"
"Brugghen","J.J.L. van der",,"1853","5","17","algemeen","Zutphen","1089","2369","2.0","961.0"
"Brugghen Hugenholtz","I.T. ter",,"1848","12","19","tussentijds","Dokkum","336","984","1.0","274.0"
"Brugghen Hugenholtz","I.T. ter",,"1850","8","27","algemeen","Dokkum","330","1456","1.0","214.0"
"Brugghen Hugenholtz","I.T. ter",,"1852","6","8","periodiek","Dokkum","406","1481","1.0","247.0"
"Brugghen Hugenholtz","I.T. ter",,"1853","5","17","algemeen","Dokkum","524","1492","1.0","496.0"
"Brugghen Hugenholtz","I.T. ter",,"1854","6","13","periodiek","Dokkum","583","1492","1.0","424.0"
"Brugghen Hugenholtz","I.T. ter",,"1858","6","8","periodiek","Dokkum","469","1601","1.0","299.0"
"Brugghen Hugenholtz","I.T. ter",,"1862","6","10","periodiek","Dokkum","601","2529","1.0","375.0"
"Bruijn","J.G. de",,"1879","3","25","tussentijds","Den Bosch","1444","3163","1.0","794.0"
"Bruijn","J.G. de",,"1881","6","14","periodiek","Den Bosch","1286","3324","1.0","708.0"
"Brummelkamp jr.","A. ",,"1897","6","25","herstemming","Loosduinen","3017","6762","1.0","2714.0"
"Brummelkamp jr.","A. ",,"1901","6","27","herstemming","Loosduinen","2642","6917","1.0","2567.0"
"Brummelkamp jr.","A. ",,"1905","6","16","algemeen","Loosduinen","5378","8951","1.0","3838.0"
"Brummelkamp jr.","A. ",,"1909","6","11","algemeen","Loosduinen","5829","9945","1.0","3850.0"
"Brummelkamp jr.","A. ",,"1913","6","17","algemeen","Loosduinen","6234","11107","1.0","4521.0"
"Bruyn Kops","J.L. de",,"1868","1","22","algemeen","Alkmaar","1060","3232","2.0","1031.0"
"Bruyn Kops","J.L. de",,"1871","6","13","periodiek","Alkmaar","1254","3215","1.0","1124.0"
"Bruyn Kops","J.L. de",,"1875","6","8","periodiek","Alkmaar","1729","3514","1.0","1396.0"
"Bruyn Kops","J.L. de",,"1879","6","10","periodiek","Alkmaar","1157","3940","1.0","1002.0"
"Bruyn Kops","J.L. de",,"1883","6","12","periodiek","Alkmaar","1336","4021","1.0","1166.0"
"Bruyn Kops","J.L. de",,"1884","11","11","herstemming","Alkmaar","1917","4034","1.0","1508.0"
"Bruyn Kops","J.L. de",,"1886","6","15","algemeen","Alkmaar","1898","4243","2.0","1640.0"
"Bruyn Kops","J.L. de",,"1887","9","1","algemeen","Alkmaar","1348","4165","2.0","899.0"
"Buma","A. ",,"1882","1","3","tussentijds","Sneek","1966","4673","1.0","1938.0"
"Buma","A. ",,"1884","10","28","algemeen","Sneek","2187","4698","3.0","1981.0"
"Buma","A. ",,"1886","6","15","algemeen","Sneek","2291","5015","3.0","2047.0"
"Buma","A. ",,"1887","9","1","algemeen","Sneek","2024","4816","2.0","1832.0"
"Buteux","J.P.I. ",,"1886","6","15","algemeen","Middelburg","1441","2929","2.0","1346.0"
"Buteux","J.P.I. ",,"1887","9","1","algemeen","Middelburg","1427","2910","2.0","1125.0"
"Bylandt","W.K.F.P. graaf van",,"1882","10","17","tussentijds","Amersfoort","1285","3290","1.0","930.0"
"Bylandt","W.K.F.P. graaf van",,"1883","6","12","periodiek","Amersfoort","1458","3358","1.0","1013.0"
"Bylandt","W.K.F.P. graaf van",,"1884","10","28","algemeen","Amersfoort","1556","3460","2.0","1171.0"
"Bylandt","W.K.F.P. graaf van",,"1886","6","15","algemeen","Amersfoort","1799","3650","2.0","1337.0"
"Bylandt","W.K.F.P. graaf van",,"1887","9","1","algemeen","Amersfoort","1580","3624","2.0","985.0"
"Bylandt","W.K.F.P. graaf van",,"1888","3","6","algemeen","Apeldoorn","1525","2920","1.0","1237.0"
"Bylandt","W.K.F.P. graaf van",,"1891","6","9","algemeen","Apeldoorn","1270","3007","1.0","1152.0"
"Bylandt","C.J.E. graaf van",,"1894","4","24","herstemming","Gouda","1236","2992","1.0","1225.0"
"Bylandt","W.K.F.P. graaf van",,"1894","4","24","herstemming","Apeldoorn","1356","2958","1.0","1164.0"
"Bylandt","W.K.F.P. graaf van",,"1897","6","15","algemeen","Apeldoorn","2455","6693","1.0","2430.0"
"Bylandt","C.J.E. graaf van",,"1897","6","25","herstemming","Gouda","2584","5728","1.0","2569.0"
"Bylandt","W.K.F.P. graaf van",,"1901","6","14","algemeen","Apeldoorn","3013","7192","1.0","2542.0"
"Bylandt","W.K.F.P. graaf van",,"1905","6","16","algemeen","Apeldoorn","4147","8869","1.0","3761.0"
"Bylandt","W.K.F.P. graaf van",,"1909","6","11","algemeen","Apeldoorn","4397","9745","1.0","3576.0"
"Bylandt","W.K.F.P. graaf van",,"1913","6","25","herstemming","Apeldoorn","5095","10830","1.0","5051.0"
"Bylandt van Mariënweerd","O.W.A. graaf van",,"1849","7","10","herstemming","Zaltbommel","431","935","1.0","307.0"
"Casembroot","F. de",,"1866","6","12","periodiek","Den Haag","901","2237","1.0","732.0"
"Casembroot","F. de",,"1866","10","30","algemeen","Den Haag","1246","2237","2.0","864.0"
"Casembroot","F. de",,"1868","1","22","algemeen","Den Haag","969","2221","2.0","630.0"
"Casembroot","F. de",,"1875","6","22","herstemming","Delft","1381","2995","1.0","1249.0"
"Casembroot","F. de",,"1879","6","24","herstemming","Delft","1279","3174","1.0","1059.0"
"Citters","S. van",,"1907","1","31","tussentijds","Ede","3164","6785","1.0","2363.0"
"Clercx","J.M.L.H. ",,"1882","2","7","tussentijds","Boxmeer","942","2575","1.0","511.0"
"Clercx","J.M.L.H. ",,"1883","6","12","periodiek","Boxmeer","1026","2728","1.0","529.0"
"Clercx","J.M.L.H. ",,"1884","10","28","algemeen","Boxmeer","1242","2790","2.0","633.0"
"Clercx","J.M.L.H. ",,"1886","6","15","algemeen","Boxmeer","1474","2986","2.0","769.0"
"Clercx","J.M.L.H. ",,"1887","9","1","algemeen","Boxmeer","1119","3028","2.0","641.0"
"Clercx","J.M.L.H. ",,"1888","3","6","algemeen","Weert","944","1692","1.0","646.0"
"Clercx","J.M.L.H. ",,"1891","6","9","algemeen","Weert","827","1812","1.0","428.0"
"Colijn","H. ",,"1909","6","11","algemeen","Sneek","3833","7645","1.0","2921.0"
"Colijn jr.","A. ",,"1917","8","21","tussentijds","Enkhuizen","5206","11474","1.0","3546.0"
"Conrad","J.F.W. ",,"1891","6","9","algemeen","Den Haag","3370","8314","3.0","3144.0"
"Conrad","J.F.W. ",,"1894","4","10","algemeen","Den Haag","4154","8319","3.0","3012.0"
"Conrad","J.F.W. ",,"1897","6","25","herstemming","Den Haag II","2695","5834","1.0","2395.0"
"Conrad","J.F.W. ",,"1901","6","14","algemeen","Den Haag II","2536","6809","1.0","2281.0"
"Cool","S. ",,"1860","6","12","periodiek","Amsterdam","688","4318","1.0","679.0"
"Cool","S. ",,"1864","6","14","periodiek","Amsterdam","1118","4441","3.0","873.0"
"Cornelis","K.L.J. ",,"1861","4","23","herstemming","Roermond","857","1596","1.0","656.0"
"Cornelis","K.L.J. ",,"1864","6","14","periodiek","Roermond","759","1768","1.0","743.0"
"Cornelis","K.L.J. ",,"1866","10","30","algemeen","Roermond","817","1932","2.0","742.0"
"Cornelis","K.L.J. ",,"1868","1","22","algemeen","Roermond","792","2186","2.0","752.0"
"Cornelis","K.L.J. ",,"1868","2","4","herstemming","Roermond","844","2186","1.0","843.0"
"Corver Hooft","J.R. ",,"1875","6","22","herstemming","Almelo","1077","2281","1.0","1049.0"
"Corver Hooft","J.R. ",,"1879","6","10","periodiek","Almelo","898","2285","1.0","887.0"
"Corver Hooft","J.R. ",,"1883","6","12","periodiek","Almelo","1065","2470","1.0","1059.0"
"Corver Hooft","J.R. ",,"1884","11","11","herstemming","Almelo","1272","2494","2.0","1173.0"
"Corver Hooft","J.R. ",,"1886","6","15","algemeen","Almelo","1405","2786","2.0","1327.0"
"Costerus","P.J. ",,"1848","12","28","herstemming","Sneek","354","1168","1.0","343.0"
"Cremer","J.T. ",,"1884","10","28","algemeen","Amsterdam","2346","5595","7.0","1684.0"
"Cremer","J.T. ",,"1886","6","15","algemeen","Amsterdam","2361","6059","7.0","1648.0"
"Cremer","J.T. ",,"1887","9","1","algemeen","Amsterdam","1202","6001","7.0","765.0"
"Cremer","J.T. ",,"1888","3","6","algemeen","Amsterdam","9473","20887","9.0","7788.0"
"Cremer","J.T. ",,"1891","6","9","algemeen","Amsterdam","7481","22531","9.0","6626.0"
"Cremer","J.T. ",,"1894","4","10","algemeen","Amsterdam","5260","23112","9.0","4556.0"
"Cremer","J.T. ",,"1897","6","25","herstemming","Amsterdam VI","2340","5040","1.0","1718.0"
"Cremer","J.T. ",,"1901","7","30","tussentijds","Amsterdam IV","930","3634","1.0","867.0"
"Cremers","E.J.J.B. ",,"1869","12","8","tussentijds","Zuidhorn","310","1417","1.0","278.0"
"Cremers","E.J.J.B. ",,"1873","6","10","periodiek","Zuidhorn","317","1506","1.0","212.0"
"Cremers","E.J.J.B. ",,"1877","6","12","periodiek","Zuidhorn","423","1586","1.0","320.0"
"Cremers","E.J.J.B. ",,"1881","6","14","periodiek","Zuidhorn","368","1483","1.0","327.0"
"Cremers","E.J.J.B. ",,"1884","10","28","algemeen","Zuidhorn","452","1497","1.0","383.0"
"Cremers","E.J.J.B. ",,"1886","6","29","herstemming","Zuidhorn","675","1551","1.0","538.0"
"Cremers","E.J.J.B. ",,"1887","9","1","algemeen","Zuidhorn","488","1521","1.0","396.0"
"Cremers","W.C.J.J. ",,"1887","9","1","algemeen","Almelo","1268","2710","2.0","685.0"
"Cremers","W.C.J.J. ",,"1888","3","6","algemeen","Almelo","1363","2295","1.0","917.0"
"Cremers","E.J.J.B. ",,"1888","3","20","herstemming","Zuidhorn","1662","3342","1.0","1481.0"
"Cremers","W.C.J.J. ",,"1891","6","9","algemeen","Almelo","1090","2360","1.0","979.0"
"Dam","J. ",,"1866","3","26","tussentijds","Zutphen","1008","2763","1.0","712.0"
"Dam","J. ",,"1866","11","13","herstemming","Zutphen","760","2763","1.0","720.0"
"Dam","J. ",,"1868","1","22","algemeen","Zutphen","1092","2802","2.0","1040.0"
"Dam","J. ",,"1871","6","13","periodiek","Zutphen","1301","3015","1.0","1101.0"
"Dam","J. ",,"1875","6","8","periodiek","Zutphen","1467","3112","1.0","1311.0"
"Dam van Isselt","E.W. van",,"1848","11","30","algemeen","Zaltbommel","646","935","1.0","412.0"
"Dam van Isselt","E.W. van",,"1849","12","20","herstemming","Arnhem","494","929","1.0","346.0"
"Dam van Isselt","E.W. van",,"1850","8","27","algemeen","Tiel","538","1560","1.0","523.0"
"Dam van Isselt","E.W. van",,"1852","6","8","periodiek","Tiel","645","1441","1.0","388.0"
"Dassen","M. ",,"1848","12","7","herstemming","Hoogeveen","376","940","1.0","375.0"
"Dedem","A. baron van",,"1879","6","24","herstemming","Zwolle","1329","2828","1.0","1210.0"
"Dedem","W.K. baron van",,"1880","8","31","tussentijds","Hoorn","1021","4136","1.0","620.0"
"Dedem","W.K. baron van",,"1881","6","14","periodiek","Hoorn","1177","4134","1.0","693.0"
"Dedem","A. baron van",,"1883","6","12","periodiek","Zwolle","1476","3016","1.0","1278.0"
"Dedem","W.K. baron van",,"1884","10","28","algemeen","Hoorn","1892","4286","2.0","1457.0"
"Dedem","A. baron van",,"1884","10","28","algemeen","Zwolle","1475","3042","2.0","1289.0"
"Dedem","A. baron van",,"1886","6","15","algemeen","Zwolle","1581","3220","2.0","1460.0"
"Dedem","W.K. baron van",,"1886","6","15","algemeen","Hoorn","1950","4405","2.0","1588.0"
"Dedem","A. baron van",,"1887","9","1","algemeen","Zwolle","1487","3193","2.0","1260.0"
"Dedem","W.K. baron van",,"1887","9","1","algemeen","Hoorn","1379","4299","2.0","1141.0"
"Dedem","W.K. baron van",,"1888","3","6","algemeen","Hoorn","2065","4117","1.0","1561.0"
"Dedem","A. baron van",,"1888","3","6","algemeen","Ommen","1137","2326","1.0","993.0"
"Dedem","A. baron van",,"1888","3","6","algemeen","Zwolle","1536","3173","1.0","1373.0"
"Dedem","G.W. baron van",,"1888","3","20","herstemming","Elst","1261","3094","1.0","1259.0"
"Dedem","A. baron van",,"1891","6","9","algemeen","Zwolle","1566","3222","1.0","1372.0"
"Dedem","W.K. baron van",,"1891","6","9","algemeen","Hoorn","1634","4108","1.0","1053.0"
"Dedem","G.W. baron van",,"1891","6","23","herstemming","Elst","1420","3158","1.0","1282.0"
"Dedem","A. baron van",,"1894","4","10","algemeen","Zwolle","1433","3212","1.0","1163.0"
"Dedem","A. baron van",,"1897","6","25","herstemming","Zwolle","2551","6087","1.0","2363.0"
"Dedem","A. baron van",,"1901","6","14","algemeen","Zwolle","2343","5795","1.0","2132.0"
"Dedem","A. baron van",,"1905","6","16","algemeen","Zwolle","3345","7067","1.0","3057.0"
"Dedem","A. baron van",,"1909","6","11","algemeen","Zwolle","3794","7869","1.0","3132.0"
